Speaker	Sentence
B:	"""You would crank it up on a little bit of gas,"""
B:	and switch it on gasoline.
B:	And one of the servicemen if you gave it to him he'll do it which is when I'd buy gas with it. And I had gas to ride all around. But I was going to Lakeland high school then. And I would have to-we-we had a reunion a few months. So my school- I hadn't been to that school since 1950. I hadn't been in there. That's in my when I was in high school. The older two of us were different changing []. So I came out of the Class of 44.
B:	"""Speaking of Lincoln High School,"""
B:	"""you graduated in 44,"""
B:	and you started in tenth grade.
B:	"""So you went-ninth grade,"""
B:	"""you went to the high school,"""
B:	and—
B:	In tenth-I mean I completed ninth grade out in the country in Kirkwood.
B:	"""See,"""
B:	"""but I went to seventh grade in Micanopy,"""
B:	"""and the following year the superintendent tell them,"""
B:	"""“Oh let’s go up to ninth grade,"""
B:	""" and we went to eighth and ninth up there in Kirkwood,"""
B:	then I came to Lincoln High School.
B:	What was one of your favorite classes at Lincoln High School?
B:	Hm?
B:	One of your favorite classes at Lincoln?
B:	"""Well,"""
B:	"""I had no problem none of them,"""
B:	to be honest with you.
B:	"""I think one of my teachers still living,"""
B:	though.
B:	One that taught me in third grade.
B:	She lives in Melrose.
B:	And she pretty sharp.
B:	I’m going out to see her one day.
B:	She about ninety-eight years old.
B:	What did she teach?
B:	"""Out there in Kirkwood there,"""
B:	out in the elementary school.
B:	Did you ever take a class on etiquette or courtship at Lincoln High School?
B:	What now?
B:	Etiquette or courtship?
B:	Mm-mm.
B:	Because some people have mentioned there was classes on how to date and stuff like that.
B:	How to do what?
B:	"""How to date,"""
B:	"""and how to,"""
B:	"""like,"""
B:	go on a date with a woman.
B:	"""No,"""
B:	we didn’t take those classes.
B:	"""What kind of classes did you take,"""
B:	then?
B:	"""History,"""
B:	"""English,"""
B:	"""mathematics,"""
B:	"""geometry,"""
B:	"""chemistry,"""
B:	"""and physics,"""
B:	and some others.
B:	I forgot now.
B:	Were you a part of any clubs or anything while at Lincoln High School?
B:	"""Well,"""
B:	I remember the 4-H Club.
B:	We were taught the 4-H Club at Lincoln.
B:	I remember the 4-H Club.
B:	"head,"""
B:	"""heart,"""
B:	"""hands,"""
B:	health.
B:	And we would go off on trips in the summertime.
B:	And they had an exhibit;
B:	"""you would bring something for the exhibit off the farm,"""
B:	"""what you grew—like potatoes,"""
B:	"""a hog,"""
B:	"""or a calf,"""
B:	or something like that.
B:	And get prizes for that.
B:	Did you ever win any prizes?
B:	Quite a few.
B:	"""Really,"""
B:	my daddy did it.
B:	"""But I didn’t do it,"""
B:	but I got credit for it.
B:	"""That still hasn't changed,"""
B:	then.
B:	Huh?
B:	"""Hasn’t changed,"""
B:	then.
B:	Still happens today.
B:	Mmhm.
B:	"""We didn’t have eight months of school,"""
B:	and the White had nine months during that time.
B:	"""We had eight months,"""
B:	and they had nine.
B:	Do you know why they had one more month than you?
B:	Huh?
B:	Do you know why they had another month of school than you?
B:	"""Well,"""
B:	they was in charge.
B:	They made the decision.
B:	They were the ones that did that.
B:	"""Acted like we couldn’t go back downtown,"""
B:	we couldn’t go to the same bathroom.
B:	"""They had the same bathroom say “White” and other say “Colored."""""""
B:	""" And the water fountain in quite a few of those stores didn’t have no electricity to it,"""
B:	just regular water fountain.
B:	The other fountain had a cooler system on it.
B:	"""I’d say,"""
B:	we traveled on the highway.
B:	"""We'd go up north traveling,"""
B:	"""and you’d stop to the service station,"""
B:	and some didn’t have no bathrooms for Black.
B:	No.
B:	They had that “White only”
B:	"""So you had to plan your trip accordingly,"""
B:	to try and stop at places you knew had bathrooms?
B:	"""What we would do mostly,"""
B:	"""we were traveling,"""
B:	"""before we'd get low on gas,"""
B:	"""about a half a tank,"""
B:	we would pass on.
B:	"""If we didn’t find a bathroom,"""
B:	we didn’t buy gasoline.
B:	"""Some had bathrooms that said “Colored Only,"""
B:	 had it all filled up with old car tires and things.
B:	We didn’t buy gas those places.
B:	We'd buy it at places where we'd use the restroom.
B:	"""Actually,"""
B:	when my father was farming—I never forget as a young boy.
B:	"""Guy came,"""
B:	a trucker came by.
B:	It was a lot of truckers then.
B:	Told my dad he wanted three tons of cabbage.
B:	"""You know what a ton of cabbage is,"""
B:	don't you?
B:	No.
B:	"""A ton of cabbage,"""
B:	a fifty-pound bag of cabbage is fifty pounds.
B:	"""And a ton,"""
B:	it takes forty bags to make a ton.
B:	And he wanted three tons of it.
B:	My daddy had got ahead and got the ton.
B:	I was small.
B:	"""And after he got it in the truck,"""
B:	"""the guy came back,"""
B:	"""he say,"""
B:	“I give you ten.
B:	""" Daddy say,"""
B:	“I’d give them to a cow first.
B:	""" Another truck came by,"""
B:	"""say,"""
B:	“I’ll buy them.
B:	 So daddy sold to the other guy.
B:	And people worked.
B:	"""See,"""
B:	Momma worked on the farm with my dad.
B:	Sometimes she'd get caught up.
B:	"""She might would to dig out,"""
B:	"""help out a little bit on that—there were several big farms around there,"""
B:	see?
B:	"""Sixty cent a day,"""
B:	from sun up to sun down;
B:	"""sixty centday,"""
S:	sixty cent.
S:	"""And another thing,"""
B:	"we had our own—well,"""
B:	"""we killed hogs,"""
B:	had a smokehouse.
B:	We had meat from January to January.
B:	"""You put it in the smokehouse,"""
B:	"""you hang it in the smokehouse,"""
B:	you smoke it.
B:	And it kept in that smokehouse.
B:	"""And we had sweet potatoes,"""
B:	same way.
B:	"""And way we did our corn,"""
B:	"""you shear of course—every so often,"""
B:	"""not too often,"""
B:	but I would have to—it was my job as I got larger—is shear too much corn.
B:	"""A bushel of corn or a little better,"""
B:	and bring it right down about where the corn shop at.
B:	"""The place you grind corn in,"""
S:	"half for the mill,"""
S:	and half of the corn.
S:	"""But my daddy paid for it and kept all of his,"""
S:	"""but if you didn’t have no money doing this—well see,"""
S:	"""if you had thirty pounds of corn,"""
S:	"""you could grind up fifteen pounds of it,"""
S:	and they kept fifteen for doing it.
S:	They’d always—he paid for his.
S:	"""Was that a thing of pride for him knowing that he could pay for all of his corn,"""
S:	rather than—?
S:	Who? What about it?
S:	For your dad.
S:	"""Knowing that he could pay for all of his corn,"""
S:	and get all of his corn back rather than-?
S:	That’s what he would do.
S:	"""He'd take forty pounds,"""
S:	or twenty-five pounds of corn;
S:	he’ll pay for it.
S:	And so he’d get all of it back.
S:	Get the meal—half meal and half grits.
S:	"""We could make syrup,"""
S:	"""cane syrup,"""
S:	all those things.
S:	And with the one they twisted up;
S:	"""they twisted when,"""
S:	they came out here until 46.
S:	And they didn’t have freezers.
S:	"""My parents would take it and put up peas,"""
S:	"""peaches,"""
S:	"""pears,"""
S:	"""jelly,"""
S:	"""make pickles,"""
S:	"""beans,"""
S:	all that stuff.
S:	Put it in pint jars and quart jars.
S:	"""We may have three or four of them jars left,"""
S:	I don’t know.
S:	I didn't throw it all
S:	away.
S:	May be one or two of them left in the barn now.
S:	From how long ago?
S:	"""Well,"""
S:	"""I mean,"""
S:	during my mother’s life.
S:	"""My mother—they were twenty-something years,"""
S:	they had been on a boil.
S:	"""When my father died,"""
S:	I was sixty years old.
S:	"""He been dead twenty-two,"""
S:	about twenty-three years.
S:	Twenty-three years.
S:	My mother lived one year and four days longer after my father.
S:	We always had plenty of food to eat.
S:	"""They took people who come by be hungry,"""
S:	and Momma would feed them.
S:	And why I’ve been doing the same thing since I been here.
S:	"""We’ve been married Sixty-one years,"""
S:	my wife and I. Sixty-one years.
S:	"""When I moved here,"""
S:	"""that street,"""
S:	I think it wasn’t paved.
S:	"""Yeah,"""
S:	it wasn’t.
S:	"""Was it just regular dirt road,"""
S:	or was it— 
S:	It was limerock on top of it.
S:	On top of mud?
S:	On top of that street there.
S:	Yeah.
S:	"""And we go over here,"""
S:	"""we were paying—before we purchased the house,"""
S:	we paid two dollars a head for a week’ rent.
S:	All my children were born here.
S:	"""I have my oldest daughter,"""
S:	she teach out to Rawlins children.
S:	She’s fixing to retire in August.
S:	"""My other daughter [],"""
S:	she teach in Melbourne.
S:	I don’t know when she retire.
S:	"""My son,"""
S:	"""he played football for Florida,"""
S:	and my grandson played for Florida.
S:	My son is [].
S:	Right off next to the house up there.
S:	"""Going to have a cookout,"""
S:	On Saturday going.
S:	He want take care of the animals and stuff out there on the farm.
S:	You mentioned before that you and your wife have been married sixty-one years.
S:	We’ve been married sixty-one.
S:	We moved here in October.
S:	We married in May.
S:	We moved here in October of 69. We been married 1949. October of 49.
S:	How did you propose to her?
S:	I don’t know. To be honest with you.
S:	"""See I thought,"""
S:	"""See my- see I never did she's the first girl I had met in []. An we got [] I guess because I went down to see someone and she was-had been out of town and we start talking. I wait for the thing to come up. She hadn't been in town long and she [],"""
S:	out from LaCrosse.
S:	She have property out there too.
S:	"""She had land up there,"""
S:	where she came from.
S:	And we talked and talked.
S:	"""And we got together,"""
S:	"""and went to the movies,"""
S:	and we started dating.
S:	And we end up getting married.
S:	Did you ask her father for permission to marry her beforehand?
S:	Hm?
S:	Did you ask her father if you had permission to marry her?
S:	"""No,"""
S:	"""during that time,"""
S:	she was twenty years old at the time we married.
S:	You couldn’t marry without having—she had to be twenty-one years old without the consent of parent.
S:	"""And so I take the slip by,"""
S:	and her mother signed it.
S:	"""And,"""
S:	so we got married.
S:	We didn’t have no big wedding. 
S:	"""We had went to courthouse and bought a marriage license,"""
S:	"""got married,"""
S:	"""the judge married us,"""
S:	.
S:	"""he went back to work,"""
S:	I went back to work.
S:	And we been together ever since.
S:	1949
S:	How long were you guys engaged before the actual marriage?
S:	About six month.
S:	Mmhm.
S:	You mentioned before that you had two daughters and a son.
S:	Or—?
S:	"""Well,"""
S:	I have a stepson.
S:	"""My oldest daughter,"""
S:	her picture’s up on the wall up there.
S:	My oldest daughter there have a stepson.
S:	"""I was sitting here the other day,"""
S:	"""look over here,"""
S:	my son’s picture in the high school.
S:	She must have moved it.
S:	"""It was sitting there for a long time,"""
S:	him in high school playing football.
S:	I had the picture there.
S:	"""I know the date,"""
S:	I still have the receipt.
S:	When were your children born?
S:	When was they born?
S:	Yeah.
S:	"""My oldest daughter was born in 1950,"""
S:	and my other daughter was born in 51 and my son was born in 53.
S:	Did any of them attend Lincoln?
S:	Hm?
S:	Did any of them attend Lincoln when it was a high school?
S:	"""Now,"""
S:	my oldest daughter went to Lincoln.
S:	And it was during integration time.
S:	"""What they did,"""
S:	"""they started integration and tried to get someone with the highest IQ. My son,"""
S:	he was one of them picked out to go to Howard Bishop.
S:	Howard Bishop High.
S:	"""And my youngest daughter,"""
S:	"""she was beginning high in I think in about 69- my youngest daughter 69 and my son came out in 71. My other daughter she said that Lincoln [] she'd rather be in that school than be at Lincoln,"""
S:	considering the time.
S:	Did you have any jobs before high school or after high school?
S:	Who?
S:	You.
S:	"""Well,"""
S:	"""yeah,"""
S:	I had a job.
S:	"""But I ain’t never start—my uncle,"""
S:	what my uncle did— before then I—.
S:	"""My first job out of high school,"""
S:	"""I worked down at White Lake there. That was the [] gross I mean not gross all them parks and different things I never forget one morning. The man in charge of it his name was John Limbs he was there drunk most of the time and I then was older put the [] in the park during wartime couldn't get no []. And the [] Trenton or the [] town [] older Parson []. I was there I was new. I remember the park []. And that morning I'll never forget that morning. [] he said """"This god damn man jumping []."""" And I said to him I said """"I knew it."""" Said """"I been doing it all the time."""" And there was some [] as a said """"That nigga said he'd do it but I don't think he'll do it and be able to beat us over there."""" []. And I [] check them out. Kept a post of them where there was an old folks home downtown. Shifted over and that wind got over to them- see I wasn't there I said """"I won't go back."""" He said """"Why?"""" I said """"I need another job."""" He said """"Oh""""-we- they already been through 18 no 20 dollars. 21 dollars a week and then thrown a white boy in and I would help train him. And I was going to the back then to help clean the whole [] side and I was [] car was there and we [] for parts. And so one day we got back up there []. Came up-I was training him get 31 dollars a week we'd all get 21. Anyway I was training him and [] he was doing [] I went [] I was tired of working around him you know in the kitchen I was a cook and then I thought I'd work for a fraternity I. I worked one fraternity 50 years and a half on campus and for 50 years I worked for Kappa Alpha Fraternity. [] about people doing all kinds of things. They would do the same thing back then they doing drugs getting high and having sex [] you know. I had been told the same things going on now. Back in the 70s,"""
S:	they would do the streak.
S:	"""“Streaking"""","""
S:	 they called it.
S:	They get nude and run down the street.
S:	"""Was this up and down 13th Street at the time,"""
S:	or down University?
S:	The streaking.
S:	"""Well,"""
S:	they had just built those fraternities on fraternity row.
S:	"""They had built those fraternities,"""
S:	and they did one run up from one house down the street.
S:	I don't know about its address.
S:	They had moved the houses out there on fraternity row.
S:	"""And they run at night,"""
S:	"""12 or 1 o’clock at night,"""
S:	maybe ten or twelve of them.
S:	Maybe would run from here up to that corner down there.
S:	"""And they’d go to the dorm,"""
S:	and do things to the girls’ dorms.
S:	Panty raids.
S:	"""Go to the dorms and take panties from the girls,"""
S:	and thought that was funny to them.
S:	What was your most recent major job or occupation?
S:	"""You say you worked for your uncle,"""
S:	and you worked at the auto store.
S:	"""I told you,"""
S:	I cooked for the fraternity for fifty years and a half.
S:	Anything after that?
S:	I was the head cook for fifty years and a half.
S:	I’ve been out maybe about twelve years now.
S:	This storm!
S:	Do you have any other ties to the University of Florida?
S:	Huh?
S:	Did you have any other ties to the University of Florida?
S:	No.
S:	I’ve been on different committees around here in the communities.
S:	"""Right now,"""
S:	I’m the president of the Pleasant Street Historic Society.
S:	And I’m vice president of the Neighborhood Association.
S:	"""And I attend another meetings,"""
S:	too.
S:	I have sat on the task force again.
S:	"""Some church down there,"""
S:	I’m one of the deacons at that church around here for forty-nine years.
S:	What got you involved with the Pleasant Street Historic Society?
S:	"""Well,"""
S:	"""they tried to the neighborhood right here,"""
S:	"""they changed it to a historic district because all these students come in down here changing,"""
S:	doing changes.
S:	"""They didn’t want no houses torn down,"""
S:	or be rebuilt the same way.
S:	"""And I was over there organizing in 84,"""
S:	I believe it was.
S:	"""I saw the first minutes they has,"""
S:	"""and I’m one of the members,"""
S:	most of them are still in it.
S:	"""Most of them that started it,"""
S:	most of them dead.
S:	"""I have a picture of the house that we’d go to,"""
S:	on that wall there in that room there.
S:	Do you only work with the historic society?
S:	Do you work with the Thomas Center at all?
S:	"""No,"""
S:	we have our meetings over at the Thomas Center quite a few times.
S:	"""But Dee Henrichs is the,"""
S:	she over the historic society.
S:	Dee Henrichs?
S:	They want to try and keep things like it was years ago.
S:	"""But you know,"""
S:	things change.
S:	"""Some of the students come in here,"""
S:	they change it around.
S:	"""When my wife and I moved here,"""
S:	it wasn’t nothing but Black all around the line.
S:	"""Now it's about fifty-fifty I think,"""
S:	up there.
S:	Did it seem like the community was split evenly between Blacks throughout this neighborhood or-?
S:	"""Well,"""
S:	that’s where most of them lived.
S:	"""That’s all who lived out here,"""
S:	that’s all lived here.
S:	Wasn’t no White.
S:	"""Only time I see a White,"""
S:	"""during that time they had the insurance man going around and selling insurance,"""
S:	walk the streets.
S:	Wasn’t no white never in the neighborhood.
S:	"""Down there where Santa Fe is,"""
S:	that was the train station.
S:	"""All that line,"""
S:	the Black businesses were just—.
S:	"""Juke joints we called them,"""
S:	what you call them?
S:	"""Juke,"""
S:	we called them.
S:	"""Had a place in the back to dance,"""
S:	and people would put a nickel in.
S:	"""People were selling beer and stuff in there,"""
S:	little sandwiches.
S:	"""All the way down 5th Avenue,"""
S:	back over here on 2nd Street.
S:	"""See,"""
S:	"""all them things,"""
S:	I remember.
S:	Are there any buildings that you miss and still think about today that used to be here?
S:	"""Well,"""
S:	probably feeling that [] see I got older see I didn't [] they had pool. 1 or 2. I would play pool a whole lot when I was young. We played pool. We played pool for money too. And about 3 or 4 pool [] times. Pool []. We'd play for money mostly. And out there on Sugar Hill. And each game [] it's like playing with black [] and do things. And you couldn't by no whiskey. The counter was dry then. I think it was 60 when they went wet.
S:	"""You had to go to Marion County,"""
S:	"""or Columbia County,"""
S:	or Putnam County to buy whiskey—legally.
S:	"""Now,"""
S:	"""people would black-market it around,"""
S:	but that didn’t worry me because I never drank.
S:	"""It never worried me,"""
S:	that.
S:	But a lot of people drank.
S:	"""They party,"""
S:	"""get drunk,"""
S:	and show they behind.
S:	You mentioned earlier that you guys would play pool for money.
S:	Were you a hustler?
S:	Did you hustle your pool games?
S:	"""Well,"""
S:	we’d play for money.
S:	We knew—we done played everybody;
S:	some people we couldn’t beat.
S:	"""We had a guy who came through,"""
S:	"""a real sharp,"""
S:	but you knew he couldn’t .
S:	"""But we knew what going around,"""
S:	we knew who you should beat.
S:	"""During that time,"""
S:	we wasn’t making much money.
S:	"""See,"""
S:	"""you playing a dollar for a game,"""
S:	you playing for a lot of money during that time.
S:	"""We played pool,"""
S:	we played cards for poker.
S:	"""for poker,"""
S:	and something called Georgia Skin.
S:	I don’t hear talk of that Georgia Skin going on.
S:	"""It may be,"""
S:	but I don’t hear no people say it.
S:	What’s Georgia Skin?
S:	"""There’s fifty-two cards in a deck,"""
S:	and four suits is one.
S:	"""And mix the cards up,"""
S:	you get a card and I get a card.
S:	"""And one that double off first,"""
S:	you put money on a big bet.
S:	"""First hand doubled off,"""
S:	he lose.
S:	"""They played around,"""
S:	"""and was some of that crooked,"""
S:	too.
S:	"""‘Cause then you could buy ordered cards,"""
S:	and you would knowwhat card it was from the factory.
S:	You’d know from the back what they was.
S:	They would learn how to mark the cards.
S:	"""They’d take them,"""
S:	"""buy them cards,"""
S:	"""and take the there [],"""
S:	"""to your aces,"""
S:	"""and your kings,"""
S:	and your queens.
S:	he other person don’t know it.
S:	"""If you start playing,"""
S:	"""if I don’t know no better,"""
S:	y’all work together.
S:	Take advantage of other people.
S:	It’s a lot of crooked stuff go on.
S:	"""You mentioned before that your daughter went to Lincoln High School after it was integrated,"""
S:	right?
S:	"""She went before they had integrated,"""
S:	"""but during that same time,"""
S:	my other daughter went out here to Gainesville High School.
S:	She went out here to Gainesville High School.
S:	"""Over here where the 720 building,"""
S:	"""that used to be Gainesville High School,"""
S:	long time ago.
S:	Did you know anyone or did you participate in the marches against the integration of the—
S:	I didn’t mess around in them marches.
S:	I didn’t took to the marching.
S:	"""I was around,"""
S:	but I never participated in them.
S:	"""Most time,"""
S:	I was working.
S:	"""I didn’t mess with them,"""
S:	no.
S:	I didn’t take part in that stuff too much.
S:	"""I knew,"""
S:	remember they’d go down and they would demonstrate around the theater.
S:	"""See,"""
S:	the Black couldn’t even go to the movies.
S:	"""And they would demonstrate,"""
S:	"""they would be around at the movies going,"""
S:	a whole bunch of them standing around there.
S:	"""The man own that funeral home,"""
S:	he used to be down there too.
S:	Charles Chestnut?
S:	"""He was a young boy then,"""
S:	during that time.
S:	Were there any other places that young people hung out at the time other than the pool halls and the theater?
S:	Well we went—we had pool halls;
S:	"""we had,"""
S:	"""certain times of the year,"""
S:	"""football games,"""
S:	"""and basketball games,"""
S:	and different things they had.
S:	"""And see,"""
S:	we lived in a neighborhood.
S:	"""We knew most people,"""
S:	see?
S:	"""Like when something happen in this area,"""
S:	"""if somebody go ahead of that,"""
S:	"""we would go over across town,"""
S:	"""the next part of town,"""
S:	where you’d find something going on.
S:	"""Now,"""
S:	we lost they general hospital that’s closed up.
S:	"""Right across the Washington gym was a lot Black there by that area,"""
S:	lot of Black people in that area during that time.
S:	"""But see,"""
S:	all them places been closed up.
S:	"""When you were young,"""
S:	"""back on the farm in Kirkwood,"""
S:	"""did your parents shelter you from any of,"""
S:	"""like,"""
S:	the racism of the time?
S:	They didn’t shelter me.
S:	We knew we wasn’t supposed to be—.
S:	"""Some of the White kids would come over and play with us,"""
S:	"""but my parents wouldn’t let me go and play with them,"""
S:	"""‘cause some of them people,"""
S:	they resented us being with them.
S:	But some of them come over to our house.
S:	"""If they be hungry,"""
S:	Momma would feed them.
S:	"""And some people,"""
S:	they didn’t have food like my parents had.
S:	They’d come over and Momma would feed them.
S:	People got along pretty good in the woods out there during that time.
S:	We all got along pretty good.
S:	"""We have property on that lake now,"""
S:	out there.
S:	"""On Levy Lake,"""
S:	"""have property there,"""
S:	"""and right off Wacahoota Road there,"""
S:	property too.
S:	"""And I tell down what,"""
S:	235?
S:	Or what’s that little highway out from LaCrosse?
S:	"""My wife have property down there where she came,"""
S:	she have property out there.
S:	My nephew farm that.
S:	"""Organic farming,"""
S:	he use that.
S:	"""See,"""
S:	"""if you farm the land,"""
S:	your tax is not as high.
S:	"""I’ll probably go out in the country tomorrow,"""
S:	"""and if I feel like it,"""
S:	I may do a littlemowing around there.
S:	"""I planted some peas the other week,"""
S:	the week before that.
S:	"""My wife and I went over there yesterday,"""
S:	and the deer done ate them up.
S:	"""They had chewed them like the ,"""
S:	like this.
S:	Ain’t going make nothing.
S:	I’m going try another place across the road.
S:	"""I’m going to cultivate that over again,"""
S:	and try some over there.
S:	"""Because the man own that property over there,"""
S:	"""some guy already killing deers,"""
S:	the young and old ones.
S:	"""Or maybe he gets somebody,"""
S:	I don't know.
