Speaker	Sentence
C:	and we still know our alma matter.
C:	"""Kids graduating now,"""
C:	"""they don’t even,"""
C:	"""they’re not connected,"""
C:	"""they don’t have that cohesiveness,"""
C:	"""that love or pride for their schools,"""
C:	"""whatever that,"""
C:	"""that’s down up in here,"""
C:	you know what I mean?
C:	That you take with you.
C:	It’s just not there.
C:	"""So the change was drastic,"""
C:	"""that’s why we were so angry that they had—we had this beautiful auditorium that was second to none,"""
C:	we were told that it was second to none.
C:	We knew that it was second to none.
C:	"""We had a good school with good teachers and because someone else is in power,"""
C:	"""someone else decides that,"""
C:	"""“Well,"""
C:	this is not good enough for this side of town to come to” even though they bussed our kids past two schools.
C:	"""And in Alachua,"""
C:	"""the kids came from High Springs,"""
C:	passed Santa Fe to get to Mebane.
C:	But it was not equipped enough for certain other families to come to it you know.
C:	But that’s why we were so angry.
C:	"""That’s why we were so hurt,"""
C:	"""and then for someone to make a decision that the ratio had to be 7 to 30,"""
C:	that blew my mind.
C:	"""When they did integrate,"""
C:	"""when they if ever opened up schools over here that they had to be 7 to 30,"""
C:	why?
C:	"""When you have children living two blocks away,"""
C:	"""when they could go to that school,"""
C:	but they send them someplace else.
C:	But you could bus children from two and three miles.
C:	"""Micanopy,"""
C:	"""11 miles away,"""
C:	to come to this one place.
C:	So I know we lost more than we gained with integration.
C:	And what high schools did your kids go to?
C:	GHS
C:	GHS 
C:	Mhm
C:	"""Did it also change the dynamic in the community,"""
C:	"""like not only in the Lincoln community,"""
C:	but also like Lakeland?
C:	"""The question I had asked was,"""
C:	"""aside from the actual Lincoln community changing,"""
C:	"""did your actual neighborhood community change too,"""
C:	as far as dynamics with the change?
C:	"""Well,"""
C:	"""with them going over changing schools—our parents were involved before,"""
C:	"""we had an awesome PTO,"""
C:	PTA that we got out and raise-raised money to buy band uniforms.
C:	"""Our clothes were red and white,"""
C:	"""but as long as I could remember we had marched in grey,"""
C:	"""as a matter of fact I found out they were donated from,"""
C:	they were old uniforms from the University of Florida.
C:	"""The blue and grey with the gold stripe down the side,"""
C:	"""but our colors were red and white,"""
C:	"""but it never,"""
C:	it didn’t even dawn on me we don’t have red and white.
C:	You know what I mean?
C:	"""But the band was just so good,"""
C:	it really was.
C:	And people wanted to become a part of that.
C:	"""It’s like the legacy with,"""
C:	I don’t know if you’re familiar with Florida A&M in Tallahassee.
C:	"""It’s FAMU and They have this,"""
C:	they were called the marching 100.
C:	"""But it wasn’t because they have 100 members,"""
C:	but it’s because they marched 100 steps per minute.
C:	It was just—they were just good.
C:	"""They marched in the inauguration,"""
C:	"""inaugural parade,"""
C:	and they’ve marched over in England.
C:	"""But anyway,"""
C:	"""the families,"""
C:	the parents got out and raised money for those uniforms.
C:	"""We lost all of that,"""
C:	all of our pride.
C:	Everything that we had—our trophies from years and years—all of that was just—it’s like it wasn’t worth anything to anyone other than us.
C:	"""And since you were taking—we’re not in control anymore—you know,"""
C:	"""we don’t have to keep up with your things,"""
C:	they were just things.
C:	"""But,"""
C:	"""they were a source of pride,"""
C:	"""accomplishments,"""
C:	"""and you know,"""
C:	for us it was something we could tangibly look at or put our hands on.
C:	"""So then when the children moved to other areas,"""
C:	"""other schools,"""
C:	parents didn’t really feel welcomed.
C:	Children didn’t feel welcomed.
C:	"""It was being forced upon,"""
C:	even being forced upon in the other neighborhood.
C:	"""So everybody is being put upon here,"""
C:	you know.
C:	"""And um so the parent participation didn’t really follow,"""
C:	because everybody—the anger was there you know.
C:	And that’s the first thing you had to deal with.
C:	"""So,"""
C:	"""well since then,"""
C:	the dynamics of the neighborhood has changed.
C:	Because these were all Black neighborhoods.
C:	"""But things have changed now because the fair housing and that kind of thing opened up,"""
C:	"""so,"""
C:	"""excuse me,"""
C:	"""have different neighbors,"""
C:	and so that’s changed.
C:	"""But at that time,"""
C:	"""no,"""
C:	"""it was not,"""
C:	it was not a good thing.
C:	And um Blacks were not allowed in downtown and certain neighborhoods after dark.
C:	"""And the other side of town certainly was not welcome,"""
C:	"""you know,"""
C:	over here.
C:	"""Because,"""
C:	why are you here?
C:	"""You know,"""
C:	you did not come here for any good thing.
C:	You come and might be some projects come from the university that made people leery.
C:	"""Because they would come over,"""
C:	"""they’d come and start something but it was like,"""
C:	they came to take something.
C:	"""They didn’t come to bring anything,"""
C:	they came to take something from the community.
C:	"""Not to give,"""
C:	"""or not to enhance,"""
C:	or to add to.
C:	So um which made the older families a little leery when people wanted to come and introduce something new because change is not that great all the time.
C:	And then the experiences with change had not been good.
C:	Do you feel that the integration had any positive effect at all?
C:	"""Well,"""
C:	"""it had positive effects that it upgraded,"""
C:	"""I mean,"""
C:	it had to work its way.
C:	"""intially,"""
C:	no.
C:	"""Initially,"""
C:	"""we could say well,"""
C:	"""now we can,"""
C:	we are supposed to get what we should have.
C:	"""But like I said,"""
C:	"""somebody saying 7 to 30,"""
C:	that’s not what you should have.
C:	You should have the freedom to go where you want to go.
C:	"""You should have—and it should’ve been there all along,"""
C:	but it wasn’t.
C:	But this is how we make it right.
C:	We make it right by giving you this.
C:	"""And then you deal with this,"""
C:	"""just a little bit,"""
C:	you know.
C:	"""We give you,"""
C:	"""we can’t give you too much because then you get too much control,"""
C:	"""or you get—I don’t know,"""
C:	Um I don't know it’s just—mm.
C:	I understand.
C:	"""So back to Lincoln,"""
C:	"""conditions and stuff,"""
C:	where there any stereotypes within the school?
C:	"""You know,"""
C:	"""like on TV nowadays,"""
C:	"""You know there are jocks,"""
C:	"""the band people,"""
C:	"""and cheerleaders,"""
C:	was there any break up like that within the school at all?
C:	"""Oh yeah,"""
C:	you always get that.
C:	"""The most popular,"""
C:	and the—but it wasn’t so much so that it would cause so much dissension.
C:	"""At one time,"""
C:	"""well,"""
C:	we had had classes.
C:	"""We had even with color,"""
C:	"""if your shade was a little lighter than mine,"""
C:	"""your hair was a little bit different from mine,"""
C:	"""you know,"""
C:	"""you could make the assumption,"""
C:	"""That oh this she thinks or he thinks that he’s here,"""
C:	"""you know or,"""
C:	"""so,"""
C:	"""I guess you always have a little bit of I don’t know what they have but I'm just saying but there's always cause, they make comments about Caucasians you know somebody's in the trailer park somebody's on 5th avenue. Somebody's out in hell plantation. Those kind of assumptions you know or distinctions between people. But um not so that it would cause so much dissension between-cause we had the community and I don't wanna paint a picture that it was all lovey-dovey you know I mean we had our differences and we- like anybody else- but you could you could um it's like I can talk about you but you can't talk about-you know you know what I mean we all stick together """
C:	But it was community.
C:	It was really it was love.
C:	"""Any favorite memories as far as,"""
C:	"""you know,"""
C:	high school?
C:	"""Any memorable events or anything,"""
C:	"""dances,"""
C:	you can talk about?
C:	Oh yes.
C:	Excuse me Now what where they oh gosh it's been so long ago I've been out of school for over 40 years?
C:	Now at Lincoln we had the junior high 7th through 7th and 8th grade senior high now was it 7th through 9th grade senior high 10th through 12th
C:	Um we had a social in the spring called the uh spring festival that was for the 10th grade class 
C:	We didn't attend any socials before then and um that was something you look forward to.
C:	Now kids go to prom so early that you know and then we had out senior prom.
C:	The junior class would be in response of the prom of the seniors my class 
C:	We decided we did not want a prom we wanted to go to the Bahamas so the junior class helped finance our trip to the Bahamas 
C:	But that was we were the first class to do that um I think another class went to Washington after us
C:	Maybe they went before us
C:	It's getting fuzzy
C:	"""But the prom was the thing,"""
C:	"""And um the time to dress up,"""
C:	and our first experience of socials of prom-like atmosphere was in 10th grade with the Spring Festival.
C:	"""And as far as when you were older in high school and you were allowed to hang out with friends and stuff,"""
C:	what would you guys do for fun?
C:	"""Well we had a theatre,"""
C:	"""we had a theatre over across town called the Rose Theatre,"""
C:	we’d go to the theatre on Saturday nights.
C:	"""And we had a Rec center and we’d go around there and dance,"""
C:	and hurry and get back to the movies by the time my daddy came to pick us up because we weren’t supposed to be around the Rec center so .
C:	"""How was your household growing up,"""
C:	as far as your parents raising you guys?
C:	"""Well,"""
C:	my dad raised us.
C:	"""Well here,"""
C:	this is the family home as a matter of fact.
C:	"""My dad raised us,"""
C:	"""three girls,"""
C:	"""and his mother and grandmother lived here,"""
C:	and he was our mother and father.
C:	"""And he passed on about fourteen years ago,"""
C:	as a matter of fact he would’ve been 100 on the 16th of this month.
C:	"""So on last weekend we had a family get together and we honored his 100th birthday,"""
C:	upcoming month.
C:	"""And if you don’t mind my asking,"""
C:	your mom wasn’t in the picture?
C:	She passed away when I was 5.
C:	You were mentioning how there was a lot of sickness in your family.
C:	Uh-huh.
C:	Were there any relatives that lived nearby here?
C:	"""Yes,"""
C:	both grandmothers lived here.
C:	My great grandmother was sick when we got here.
C:	"""And then my mother’s mother and my mother’s father took sick with a stroke and he passed on,"""
C:	"""and then her mother got sick and I was staying with her,"""
C:	like to help her.
C:	"""And then she got sick and passed on,"""
C:	but by that time I was in high school.
C:	I was in 10th grade by that time.
C:	Um Let's see what was the most important historical event to you personally?
C:	"""As far as any— whether it be politically,"""
C:	"""socially,"""
C:	economically.
C:	The day that President Kennedy was killed.
C:	"""And,"""
C:	"""we were at school,"""
C:	"""I also remember Sputnik or something going off and watching that,"""
C:	"""but the day that they announced that President John Kennedy had been shot,"""
C:	there was a hush that fell over that school and it was like a relative.
C:	"""You could see people standing in the corners in tears,"""
C:	"""and all over our neighborhood,"""
C:	"""and it was devastating,"""
C:	just devastating.
C:	"""And that night,"""
C:	"""Let's see it was on a Thursday, it was on a Thursday """
C:	"""we had a game that Friday night,"""
C:	and they dedicated that in his memory.
C:	"""And I think we played Mebane at that time,"""
C:	"""but it was everybody was just,"""
C:	"""girls were just boo-hooing,"""
C:	"""and it was just awful,"""
C:	it was awful.
C:	"""Closest thing I‘ve seen to that in a school setting was a couple of years ago,"""
C:	"""one of the teachers down at Duval,"""
C:	"""passed away suddenly,"""
C:	and they had to bring in the team of counselors for grief.
C:	"""Because the children were just grief stricken and just,"""
C:	it was just awful.
C:	And at that point in time what did you admire and look up to as far as Kennedy?
C:	What was it about him that made him so likeable?
C:	"""He was just so personable it seemed,"""
C:	my daddy liked him too .
C:	"""And um and we felt that he was the one that was trying to do something for our race,"""
C:	trying to help.
C:	"""And uh um it’s just like we saw a future in him,"""
C:	had hope.
C:	"""Like he was,"""
C:	"""you know,"""
C:	"""there was hope when he was in office to improve things that had traditionally gone a certain way,"""
C:	"""to make a change,"""
C:	and a positive change for us.
C:	"""So um and not just for us,"""
C:	but us primarily because you know what I mean?
C:	I’m the only one—our lifestyle is the only lifestyle I know.
C:	"""So when I know that we needed to make a change and we needed a change and when you see that it’s coming,"""
C:	then it’s a positive thing for us.
C:	"""So that’s why when he passed it was like oh,"""
C:	is hope dead you know?
C:	Is this it?
C:	Or do we move backwards or do we continue to move forward?
C:	"""But then his brother was left,"""
C:	"""you know,"""
C:	"""so that whole family was like,"""
C:	they were family.
C:	"""They were-they were personable people,"""
C:	and you just kind of made some kind of connection of sorts with them.
C:	We—now on to Obama.
C:	Of course I had to ask you about that.
C:	How did you feel when he got elected?
C:	"""I was,"""
C:	I was elated.
C:	"""I was—it was historical that,"""
C:	"""never thought it would happen because of Shirley Chisholm,"""
C:	"""Al Sharpton,"""
C:	"""Jesse Jackson,"""
C:	and all those others that had tried.
C:	But you felt like this was the one.
C:	"""That’s the way I felt,"""
C:	and I was very proud.
C:	I knew he was inheriting one hell of a mess.
C:	"""And the thing is that,"""
C:	"""people forget,"""
C:	"""we have short-term memory as to how we get to a place,"""
C:	but then you want instant gratification.
C:	"""We’re an instant society,"""
C:	"""we want instant gratification,"""
C:	"""we want out problems solved now,"""
C:	"""we want everything now,"""
C:	"""and,"""
C:	which is not realistic.
C:	"""But if you have someone to blame,"""
C:	“I’m sorry but you’re to blame”.
C:	"""You know so,"""
C:	"""now that he’s been in office,"""
C:	"""and things haven’t cleared in you know,"""
C:	"""overnight,"""
C:	"""you know,"""
C:	so he’s getting he's getting the heat.
C:	"""So I have to pray for him,"""
C:	I do.
C:	"""Who was the first candidate you voted for,"""
C:	the first time you ever voted?
C:	"""Oh gosh,"""
C:	I can’t remember.
C:	Do you remember what year you voted the first time?
C:	Lord.
C:	"""I’ve been voting for longer than I’ve been out of… no,"""
C:	"""I haven’t been voting that long,"""
C:	well since I got out of high school.
C:	"""Whoever it was,"""
C:	he was a democrat.
C:	Carter?
C:	No it was before Carter.
C:	"""He didn’t win,"""
C:	but I voted for him.
C:	"""He didn’t win,"""
C:	but anyway.
C:	"""All right,"""
C:	let’s see.
C:	Any hobbies growing up?
C:	Hmm I don’t remember any.
C:	Just reading;
C:	I would read.
C:	I can’t remember.
C:	"""I can remember my sister’s,"""
C:	but I can’t remember mine.
C:	What are your favorite memories of your sisters?
C:	"""Well,"""
C:	"""my sister that passed on,"""
C:	"""now,"""
C:	she had a very vivid imagination.
C:	And she was an avid reader too.
C:	"""Now,"""
C:	she’s the kind that would stay up all night.
C:	"""If she started a book today,"""
C:	she couldn’t put it down.
C:	"""But see,"""
C:	"""I could put it down,"""
C:	it could become an old friend of mine But I'll read it I like to get into it and get the characters you know 
C:	And they become-they do become like old friends or cause I hate to get to the end of it sometimes I hate to end it because it's like they're moving on and then I have to find some new friends
C:	But she would take back then take the Sears catalogue and in her description of whatever she had on- she would find something she liked- and she would describe it to a T 
C:	And what he had on and what he said but because she would bring the characters to life and- and she used to write these books of these stories and we would clean out the garage
C:	We got rid of a lot of things I wish we would have kept them because that's what we laugh and talk about now
C:	That we would just go back to one of her old stories 
C:	"""We had books, old magazines we had- they had true love """
C:	OH they used to have these love magazines that had these stories in them 
C:	They'd have stories about um when um 
C:	Husbands that were rude to their wives and how they got out of that
C:	And they'd have love stories
C:	They'd have but different stories in a book- in a magazine 
C:	And she would read those within her imagination would soar and she would write stories 
C:	And but you know but I would like to- I used to like to play ball I would like to play sports
C:	Um and like I said we played a lot outside 
C:	We didn't have indoor things 
C:	We um we had to play church when we were little 
C:	""" But because that was all we knew,"""
C:	we would go to church.
C:	So you would play church or you would play school or you played house.
C:	"""Then we got older and you could play sports,"""
C:	"""and different types of ball games,"""
C:	"""and go to ball games,"""
C:	and that kind of thing.
C:	"""But,"""
C:	"""and quiet times,"""
C:	read.
C:	"""I used to like to sit on the porch,"""
C:	we had rockers out there.
C:	And that’s what I want to go back and get me some rockers.
C:	"""But now that times have changed,"""
C:	"""that,"""
C:	"""I don’t want—I want my rockers to stay on my porch,"""
C:	okay?
C:	"""But I could just rock for hours,"""
C:	"""and rock,"""
C:	"""and rock,"""
C:	"""and watch traffic go by,"""
C:	"""and speak to people,"""
C:	that kind of thing.
C:	Rock myself to sleep and then wake up and rock some more.
C:	"""With the whole playing church thing,"""
C:	so I take it religion was very important in the community?
C:	"""Uh-huh,"""
C:	yes.
C:	Excuse me.
C:	My great grandmother was a founder of the church I attend now.
C:	he was one of the founders.
C:	"""And my father was a deacon in the church,"""
C:	and we all attended church.
C:	What church was it she founded?
C:	It’s Johnson Chapel Missionary Baptist Church.
C:	What do you consider the best advice you’ve given your sons throughout the years?
C:	"""To be responsible,"""
C:	honest.
C:	Excuse me.
C:	"""Tell the truth,"""
C:	"""even if you get in trouble,"""
C:	"""but tell the truth,"""
C:	"""because I need to know,"""
C:	"""I need to be able to believe you,"""
C:	"""I have trust you,"""
C:	and I have to trust you to be honest with me.
C:	"""Be responsible,"""
C:	and by all means you are your brother’s keeper.
C:	Treat people like you want to be treated.
C:	"""We would drive through the neighborhood at night and I’d be waving,"""
C:	"""and my son said,"""
C:	“Do you know that person?
C:	 “No.
C:	 “Why did you speak?
C:	”They’re there. They're there
C:	Why not?
C:	 So you treat people like you want to be treated.
C:	"""And the old saying—if you send no ships out,"""
C:	no ships will come in.
C:	So you never know where your blessing is.
C:	"""And if you can bless someone,"""
C:	you bless them.
C:	You bless them with a smile or kind word or word encouragement.
C:	"""It doesn’t take money to do everything,"""
C:	you know.
C:	You can be kind to someone just by opening a door.
C:	"""Or,"""
C:	"""you never know how you meet people,"""
C:	or where they are when you meet them.
C:	"""So try to leave them better than the way that you met them,"""
C:	you know.
C:	So every morning I get up I ask to be a blessing to someone.
C:	Any of those lessons did you get from your father?
C:	"""Oh yes,"""
C:	that’s what we talked about last Sunday.
C:	"""We made a circle and we lit a candle,"""
C:	and we had one white balloon and put it in the middle.
C:	"""And it was all kind of impromptu,"""
C:	but kind of fit together.
C:	And my sister—because my sister was very adamant—she wanted to do something for my dad’s birthday to commemorate the 100th year.
C:	"""So we were here for,"""
C:	"""like I said for a family reunion,"""
C:	"""and I told her,"""
C:	well let’s do it now because everybody won’t be able to come back next month.
C:	we did it in May the last weekend in May.
C:	"""And so we made a circle and my oldest niece,"""
C:	"""the one that’s my dad’s oldest grandchild,"""
C:	said a prayer.
C:	"""And that was one thing my father could do,"""
C:	my father could pray.
C:	"""And when I say he could pray,"""
C:	"""it was so comforting to me that,"""
C:	because it was so genuine when he said a prayer.
C:	And my niece used to aggravate my dad so much but
C:	"""So she said a prayer,"""
C:	"""and my oldest sister said that—we were all in a circle—we were just going to light this candle and we would pass it around and if each of would say how our dad had,"""
C:	"""you know,"""
C:	"""what letters he had left with us,"""
C:	how he had enhanced our lives.
C:	"""And she started off,"""
C:	"""and she talked about his love,"""
C:	"""his love for family,"""
C:	"""his love for people,"""
C:	his love for other people.
C:	"""I your car broke down,"""
C:	he would fix your car.
C:	He was a jack of all trades.
C:	"""He could do things electrical,"""
C:	"""washing machines,"""
C:	"""sewing machines,"""
C:	"""the car,"""
C:	anything.
C:	And—but he—you know he didn’t charge people.
C:	"""Somebody could by here and want to borrow,"""
C:	he’d lone it.
C:	He’d take people different places that didn’t have cars.
C:	"""And he was a wonderful man,"""
C:	"""he was a wonderful father,"""
C:	and she was saying you know the fact that we never heard him swear.
C:	Never said a curse word;
C:	never.
C:	"""And that was something to be proud of,"""
C:	because his daughter can’t say that.
C:	"""But he never got loud,"""
C:	"""he never argued,"""
C:	"""you know,"""
C:	"""he was just a mild mannered,"""
