speaker	text	nullCopula	personNumberAgreement	multipleNegators	existentialItDEY	perfectDone	remotePastBIN	habitualBe
S:	The term of 46 and 47 was ninth grade; 47-48, tenth; 48-49, eleventh; 49-50.							
L:	To 50, 1950?							
L:	That's an easy year to remember, isn't it?							
S:	Uh-huh.							
S:	Yeah, I graduated in 1950, yeah.							
L:	How did you like Lincoln?							
S:	Fine.							
L:	Yeah?							
S:	It was really nice.							
S:	It was—my first year, I lived over here.							
S:	My grandmother's goddaughter—I was going to go to Shell High School, in Hawthorne, but my grandmother says, "Now Margaret, you know you're not going to live down there.							
S:	I'm not going to let you stay."							
S:	And she—and they took their own dear time by letting us know that they was going to have somebody to drive the bus.							
S:	They waited until the last minute, so my grandmother called her goddaughter and asked her if she could find me a place.							
L:	A place to—?							
S:	Over here to stay.							
L:	So you could go to Lincoln?							
L:	There were buses that took—that transported to the other school?							
S:	Mmhm.							
S:	Finally, yeah.							
S:	From Rochelle to—she picked up in Windsor, Rochelle, Grove Park to Rochelle.							
L:	Rochelle?							
L:	And then you went to Lincoln?							
L:	So, what was a normal class day like at Lincoln?							
L:	What time did it start, early morning?							
S:	Like eight o'clock in the morning.							
S:	I think we went to school from like eight to three or something like that, and we had like, five or six classes a day.							
S:	Yeah.							
L:	What were the classes like?							
L:	Was it like basic social studies and math and—?							
S:	Science.							
S:	We had all of those.							
S:	Our science teacher, Mr. Franklin Jones—that was our one o'clock class.							
L:	Mr. Franklin Jones?							
S:	Yeah.							
S:	And he didn't call us by name.							
S:	He called, "Row by numbers please!"							
L:	Oh really?							
S:	And my number was eight.							
S:	Sometimes I'd be thinking about something else I'd be doing, and he'd say, "Eight!"							
S:	I say "Eight!"  Just like that, and that's what I would do.							
S:	And he says, "You're absent!"							
S:	"No, Mr. Jones, I'm right here looking right at you.							
S:	I'm not absent."							
L:	Right where "eight" should be!							
S:	And it was a fun class.							
S:	I enjoyed his science class; it was really nice.							
L:	Was he a good teacher?							
S:	Yeah.							
S:	And my ninth grade English teacher was Ms. Burgess.							
L:	Ms. Burgess?							
S:	Yes, and she was from—Arizona, I believe?							
S:	I think that's where she was from.							
S:	She was really a nice teacher, a very nice teacher.							
S:	And she would tell us, "Make sure you slur your letters. '							
S:	Arrr,' 'Esss.'"							
S:	And she'd be doing all this kind of stuff in the class							
S:	but she want you to make sure you slur.							
S:	But she was very good.							
L:	Really?							
S:	Very good.							
L:	Good—							
S:	Oh yes, all the teachers.							
L:	Pretty involved?							
S:	Yes.							
L:	Okay.							
S:	And my—I had Civics in ninth grade, so that was Mrs. Nealy.							
S:	She was a sweet lady, too.							
L:	Nealy?							
S:	Nealy, uh-huh.							
S:	Mrs. Nealy.							
S:	N-E-A-L-Y							
L:	N-E?							
S:	A-L-Y							
L:	Okay.							
L:	What was Civics class like?							
S:	It was like, you learned about the government, all that kind of stuff.							
S:	And she was very good at teaching that, so we could learn, you know, know about the United States, the whole thing, like how the government was run and all like that.							
L:	And that was, in what year did you have that Civics class?							
S:	Ninth grade.							
L:	Ninth grade.							
L:	So in like 1946-1947, you're in Civics class, and if—with Lincoln being an all-Black high school, and it being segregated, I mean, how—what was that like learning about like American government, and, you know, your rights as a citizen when you didn't necessarily have the equal facilities and stuff?							
L:	Was that kind of—I mean, was that kind of a hard class to kind of come to terms with, knowing—?							
S:	No, because the way she, you know the way she taught it and everything like that—the only thing to me was really hard when I first came over because we never had new books.							
S:	It was always somebody else had had them.							
S:	A lot of the pages were torn out.							
S:	But they made our classes enjoyable—whether we had all the right material.							
S:	Because back there, I would say, those teachers really put their heart and soul in it.							
S:	And what they brought to the children at school was what they had really learned in college.							
S:	And so, it was really a good learning experience.							
S:	They really made it fun enough for you to really enjoy it, and so it was really enjoyable.							
S:	My teachers were—and my math teacher, that was my favorite subject.							
L:	Really?							
L:	Oh, math!							
S:	Oh yeah,							
S:	I loved math!							
S:	I really did.							
S:	Because when I was growing up, my grandmother, she had us doing the timetables.							
S:	And we used to get—well, the insurance people used to come by your house, and they had this little composition—little tablet, and it had the timetables on the back.							
S:	And they would always bring those by so we could learn your tables and everything.							
S:	So when I got to school, I already knew my stuff, because my grandmother insisted on you doing it and learning it well.							
S:	So math was really good.							
S:	I really enjoyed doing math.							
S:	And like I say; English was fine.							
S:	Civics was fine.							
S:	Math was great.							
L:	Math was great.							
L:	I can't believe it.							
S:	Science.							
S:	I liked science because we did a lot of experiments.							
S:	We dissected different things.							
S:	We had a little pond that went right in the back of the school and we would go down there.							
S:	We caught an electric eel one time.							
S:	We dissected it.							
L:	You caught one?							
L:	You caught an electric eel?							
S:	Yeah we caught it, he put it in formaldehyde and everything.							
S:	Yeah, so—we just learned to do all kind of stuff.							
S:	Like I'm saying, although we were segregated, but those teachers were so into us; I mean, they really wanted you to learn as well as you could, and we did.							
S:	We really did.							
S:	It was really great.							
S:	I wouldn't change that experience going to Lincoln, an all-black—because when I went to college, I went to Florida A&M, and it was all Blacks.							
S:	So when I finally went to Santa Fe, it was the first time I ever went to school with Whites.							
L:	Really?							
L:	So when did you go to Florida A&M?							
L:	What year?							
S:	53 and 54.							
L:	And then you went to—?							
S:	Then I got married and had my kids, and I went back to school after I had my four kids.							
L:	Wow.							
S:	And got my RN degree.							
L:	Oh, so you're a nurse.							
S:	Yes.							
L:	Oh my sister's a nurse.							
L:	Wow!							
L:	So you—							
S:	And I got in at Santa Fe.							
S:	Graduated in 1973.							
L:	Wow, 1973.							
L:	So—oh, there's a bunch of questions I want to ask you!							
L:	Oh, man!							
L:	So, you graduated from Lincoln—							
S:	Yes.							
L:	And then you went to Florida A&M for nursing—							
S:	No.							
L:	Oh?							
S:	This was going for education.							
S:	But then I stopped and I got married.							
S:	I just went that one term, and I got married.							
S:	Then after I had my children, I decided—I always wanted to be a nurse.							
S:	And I decided that I was going to go.							
S:	And then I says, "Oh, I don't know if I can study.							
S:	" You know, I wasn't sure whether I could really keep up.							
S:	But I did.							
S:	I went.							
S:	Graduated.							
S:	So, I felt really, really good about that.							
L:	That's a—I mean that's a big accomplishment.							
L:	I mean, nursing is—							
S:	Yeah, I had all my kids.							
S:	And they were very good kids.							
S:	Because I'd have my bed, and I'd leave, you know, your books open to a certain page or something?							
S:	And they would, like the yellow stamps, like you go to the grocery store, and they was giving those yellow stamps and everything?							
S:	So I saved up the stamps, bought me a card table.							
S:	Got a card table with the stamps.							
S:	And a chair.							
S:	That was my desk.							
S:	And my bed was where I would lay everything out, and—							
L:	And study?							
S:	Yes, yes, yes!							
S:	Because I only—and I do that, well I did it from a child: I sleep on one side of the bed, because when I was growing up I used to get out of bed and make my bed up right quick before I'd leave the room.							
S:	So I still sleep on one side of the bed, and always have a whole lot of other stuff on one side of the bed.							
S:	So, that's what I do.							
S:	And I says, now you—they say, "Yeah you can come over, but Mother's room is off limits.							
S:	You cannot go because she's got all of her homework and different stuff on her bed, and it better be just like she left it."							
L:	Cause Momma will know!							
S:	Right.							
L:	So what was your husband's name?							
S:	His—well, we had gotten a divorce.							
L:	Oh, a divorce.							
S:	Yeah.							
S:	His name was Willie Joe Knight—that was my first husband, but then I married my second husband in 1968, and he died in 1974.							
L:	I'm sorry.							
S:	So, they both are dead.							
S:	My children's father is dead, and he's dead.							
L:	And you have four children?							
S:	Yeah.							
L:	What are their names?							
S:	Karron.							
S:	K-A-R-R-O-N Knight Thomas.							
L:	Karron Knight Thomas?							
S:	Mmhm.							
S:	And Linda Jean Knight Baker, Michael Tyrone Knight, and Larry Shawn Knight.							
S:	I had five kids, but my fifth child only lived four and a half hours.							
L:	Oh, I'm so sorry.							
S:	He was born premature.							
L:	Premature.							
S:	That's what the doctor said.							
S:	So I says, "Okay, that's what he said.							
S:	" He only live four and a half hours.							
S:	But, I have those four.							
L:	And they're good kids.							
L:	Obviously a great mother.							
L:	So—							
S:	So, we had a lot of stuff.							
S:	Okay, my first year I played basketball; I loved that.							
S:	That was ninth grade.							
S:	I played basketball, but you had to—and my grandmother say, "Oh no, you won't be staying over for practice!"							
S:	Because the next year, my sister had finished the eighth grade and she started ninth grade.							
S:	So, my grandmother would bring us up to the—I think it was the sheriff house.							
S:	Well, the city bus would turn around there.							
S:	So we could catch the city bus, so you put your—a quarter would give you three tokens.							
S:	So you could ride the city bus for a token.							
S:	Put one in, and you take a quarter, you get three.							
S:	So that's what we, my sister and I, would do.							
S:	We'd ride the bus.							
S:	Then after that, my grandmother, she started bringing us—driving her car and bringing us to school.							
S:	So.							
S:	She was working over here, and where I first lived with my Home Economics teacher.							
L:	You lived with your Home Economics teacher?							
S:	Yes, I did.							
S:	That's I where I first—she taught Home Economics.							
S:	And I lived with her and her mother.							
S:	And in the afternoon, when we both were going, I was in tenth							
S:	and she was in ninth, we came to her house and wait for my grandmother to pick us up after we get out of school.							
S:	We would walk from the school to her house—which, it wasn't far.							
L:	What was your Home Economics teacher, what was her name?							
S:	Louis Hill.							
L:	Louis Hill?							
L:	And so you stayed with her?							
S:	Her and her mother the first year, which was the term of 46 and 47.							
S:	And I still was with them, because we walked backwards and forth to their home to wait for my grandmother to come by and pick us up.							
S:	So we had a place to stay once we got out of school.							
L:	Right, right, to wait for your grandmother.							
S:	So we couldn't get into any trouble, you understand?							
S:	We had a certain time to be from the school to their house.							
S:	So, we did that.							
L:	Was that common?							
L:	I mean, teachers—I mean, so they were really involved, then.							
S:	Yes!							
S:	Yes!							
S:	We had a lot of teachers was—they were really involved with the students.							
S:	I mean even professor A Quinn Jones; I mean, he was very good.							
S:	TB McPherson.							
S:	And when I was in school, they let the veterans that had gone to school come back and go to school with us in the daytime.							
S:	And my sister's class was the last class they let the veterans come and go to school in the daytime.							
S:	They had to start going, after her class graduate, they had to start going to school at night.							
L:	After hours.							
L:	So they were the veterans in World War II that came back?							
S:	Mmhm, yeah.							
L:	And they hadn't finished high school, or were they like—?							
S:	No, they hadn't finished high school, but I guess they was old enough to go into the Service, and they went into the Service, and they came back, finished high school, played football.							
S:	We had the best football team.							
S:	It was.							
S:	And we had a great basketball team, boys' and girls' basketball.							
S:	So it was very good.							
S:	We had a tennis court in the front of the school.							
S:	We had the basketball court, which was a clay court, was in the back of the school.							
S:	And we played football.							
S:	It was called Harris Field at first, and then they changed it to Citizen Field.							
S:	But that's where the boys would play football.							
L:	Yeah.							
L:	What were the football games like?							
L:	Did you go to many of them?							
S:	Oh, yes.							
S:	Yes, I attended practically all our football games.							
S:	We'd have a teacher, she'd come and pick us up or whatever.							
S:	I mean, we—that's the kind of teachers we had, because we wanted to go to a movie.							
S:	And Ms. Harper says, "Ms. Hall, I'll pick the girls up and take them to the movie."							
S:	And she did.							
S:	I mean it was just— they was just—and you wouldn't believe, these was really grown men.							
S:	If TB McPherson, the coach, would see them walking down the streets after night: "What are you doing?"							
S:	"Uh, sir, I'm on my way home.							
S:	I just got off from work.							
S:	I 'm on my way home.							
S:	" I mean, they were so mannerable!							
S:	I mean, like the kids these days?							
S:	We didn't have that.							
S:	No.							
S:	They was very respectable.							
S:	They respected their teachers.							
S:	They did really good.							
S:	And like, we had—I think it was Monday, Wednesday and Friday, we had chapel.							
S:	On Mondays, Wednesdays, and Fridays.							
S:	So they had a minister to come in.							
L:	At school?							
S:	Mmhm.							
S:	Yep.							
L:	Monday, Wednesday, and Friday?							
S:	Monday, Wednesday, and Friday.							
S:	He was there, say, like eleven o'clock?							
S:	For thirty minutes.							
S:	He was there for thirty minutes, and then we would go to lunch.							
L:	Was he a minister from like a local church in town?							
S:	Mmhm.							
S:	I remember Reverend Mayberry, he was one.							
S:	He was—he really.							
S:	He'd come in: "Young people: listen to me!							
S:	I am going to give you something good to hang on to today.							
S:	" I mean, we'd just have all—.							
S:	But, we was very respectable.							
S:	We had to be, because they didn't take that crap like these kids do today.							
S:	Unh- uh!							
S:	You couldn't—you couldn't do that.							
S:	You had to be respectable.							
S:	And like I said, because when I got my first new book, I was a senior.							
L:	A senior in high school?							
S:	Brand new math book.							
L:	They got brand new math books, so it was like in 1950?							
L:	How did they get the new math books?							
S:	I don't know, but I got a brand new math book.							
L:	And your favorite subject, so!							
S:	Oh, God.							
S:	And I carried it around with me!							
S:	That's the one book I always had with me everywhere I went.							
S:	I had that math book.							
S:	I really did like math.							
S:	I really did.							
S:	And I still do like math.							
S:	When I went to Santa Fe, that's the first class.							
S:	My aunt and my uncle paid my tuition for me to go there.							
S:	And I says, "I'm going to take something I really understand.							
S:	It's math," and I says, "I'll see how well I do; if I don't do good in math, then I'm not going to go to school."							
S:	So at the time, I was getting AFDC for my kids.							
S:	And this lady was my worker.							
S:	And she was so nice!							
S:	And she says, "I want you to go, and I want you to get this teacher.							
S:	He's very nice, he's very understanding.							
S:	I want you to get him.							
S:	Take his class for math, and I'll bring you all my notes and you can go over them if he's still teaching this way."							
S:	"You going to do that?"							
S:	She say, "Yes, because I think you can do it."							
S:	And she says, "As a matter of fact, I know you can do it."							
S:	So, he was very good teacher.							
S:	And you know when you can't explain something like other people, you know, mostly?							
S:	So when I got to his class, and he asked a question.							
S:	So he asked me to—and so, I was explaining it and all—most of the kids—I think it was maybe three Blacks in the class along with, I was the third one, and they all the rest was White.							
S:	And they just start laughing!							
S:	And I was about to cry and he says, "Margaret, you're doing just fine."							
S:	He says, "By the way, don't answer it."							
S:	He ask one of the other kids.							
L:	One of the White ones?							
S:	She didn't—she couldn't explain what it was.							
S:	He asked another one, and they couldn't explain.							
S:	He ask another; they didn't explain.							
S:	So finally, he came back to me.							
S:	And he says, "Now Margaret, would you like to take that question I asked, and give me the definition?							
S:	" I says, "Yes, I'll try.							
S:	I'm not sure if I can or not, but I'll try."							
S:	Perfect.							
S:	He says, "Now, see what I'm talking about?							
S:	See, all of you were laughing; evidently she studied, and she was able to answer the question.							
S:	And none of you didn't.							
S:	" And a couple said, "Well I knew it, you didn't ask me."							
S:	He says, "Everyone I did ask, they didn't know it.							
S:	They didn't give me an answer."							
S:	He said, "That's not nice for you all to do.							
S:	This is a integrated school.							
S:	She has just as much right to be in here as you have.							
S:	So if you going to take my class from now on, then you have to show her some respect."							
S:	And from then on, I got along just fine.							
S:	I mean, that was one experience							
S:	I says I never would like to go through again.							
S:	But now all of my children—they were integrated.							
S:	Because at first, when I first had them, I had to really fight for them to go to A Quinn Jones, because I felt like that was the best Black school.							
S:	I knew the teachers.							
S:	Because, see, Lincoln was a elementary to high school.							
S:	And I knew the teachers that taught the elementary.							
S:	They were very good teachers!							
S:	So I told the school board, I says, "Maybe I would understand it if I was trying to get my kids in one of your White schools, but that's not what I'm trying to do.							
S:	I just want them to go to the best Black elementary school.							
S:	And I feel like A Quinn Jones is the best.							
S:	And that's where I'd like for them to go.							
S:	But if you don't have me an answer in the next few days, then I will send them out of the county.							
S:	" They thought I was kidding.							
S:	I meant that!							
S:	Because my aunt and uncle lived right across the street from a Catholic school, and I had been talking to them, and she was getting everything all ready for my kids to go.							
S:	She had got a babysitter and everything.							
L:	What year was this?							
S:	Let's see.							
S:	Karron was—she born in 56, so she had to be—when they started school?							
S:	When she was six?							
S:	When she was six.							
S:	Yeah.							
L:	And did she go to A Quinn Jones?							
S:	Oh yes!							
S:	Yes, she sure did.							
S:	Because I didn't live on that side of town, but my babysitter was on that side of town, so—and I had this cab that would pick us up, drop me off at work, take my kids that had to go to the babysitter, and the ones that was going to go to school would walk with her grandchildren to school.							
S:	So I had it all arranged where, you know, somebody was taking care of them, would see that they get to school and everything.							
S:	So, just at the time I was fixing to get them all packed up to go to Jacksonville, the school board call. "							
S:	Ms. Knight?"							
S:	"Yes?"							
S:	"Um, your children can go to A Quinn."							
S:	Because the principal told me, Ms. Jordan—she was the principal then—she says, "Don't send them the first day.							
S:	" I says, "I won't."							
S:	She says, "If I had more parents like you, would stand up for their kids like you're doing for yours, we would really get things going."							
S:	And they told me, they says, "We never had anybody to speak up and talk."							
S:	I says, "Well I'm not everybody; I'm me.							
S:	And that's where I want my kids to go, and if they can't, then I'll go send them to Duval county.							
S:	I've already made the arrangements."							
S:	"Oh no, no, no!							
S:	They can go to any school you—."							
S:	And I know they was lying, but—!							
S:	But they were saying, "They can go to any school here you want them to go to."							
S:	Because it hadn't integrated yet.							
S:	And so, I know they couldn't go to any school.							
S:	But that's what they told me, that they could go to any school we wanted.							
L:	You should have taken them up on the offer!							
S:	That's what they said!							
S:	"They can go to any school you like for them to go to."							
S:	No.							
S:	Okay, not worried about it.							
S:	But you have to be willing to put yourself out there for your kids if you want them to get a good education.							
S:	So I'm proud of—well when my oldest daughter finished, she was, she went to Eastside.							
S:	She graduated from Eastside.							
S:	Because they were going to Lincoln and they broke it up—the new Lincoln—and they went to Howard Bishop.							
S:	So Howard Bishop School was Buchholz.							
S:	That group went to Buchholz.							
S:	And the ones that came from Lincoln, they went to Eastside.							
S:	So one group went in the afternoon, and one group went in the morning to school.							
S:	So when she finished Eastside, she was prepared to go into an office.							
L:	Wow.							
S:	Yeah.							
S:	And my second daughter was the same thing.							
S:	They prepared them where they could go out into the world to work in just case they wasn't able to go to college.							
S:	And both of them got that training and everything, so I was really pleased about that.							
S:	My oldest son went into the Army, and he did really good in there.							
S:	So.							
S:	The youngest boy graduated, but he didn't want to do nothing, so he didn't do nothing.							
S:	All he wanted to do was play football, football, football.							
S:	That's all.							
S:	I say, "You better study your lessons!"							
S:	Football, football, football.							
S:	But when he graduated, "Mother!							
S:	It's a real diploma!							
S:	"  I say, "Well I'm glad you made it							
S:	but you didn't want to do nothing but play football."							
L:	He played football in high school?							
L:	At Lincoln or at East—?							
S:	Eastside.							
L:	Eastside.							
S:	But he started at the boys' club playing football, so.							
S:	And they both—he was, got to be a lifeguard, and my youngest daughter, she got to be a lifeguard—both of them,							
S:	yeah.							
S:	They was on the swim team.							
S:	They were very good kids.							
S:	So now, my youngest daughter, she just finished Santa Fe in—she turned fifty, she finished Santa Fe, and got her degree in medical administration for the VA							
S:	So I have one granddaughter, she has her Master's degree in—that was her just called me—in social work.							
S:	So she's moving to North Carolina; and I have one granddaughter that has her bachelor's in Biology.							
S:	So, the girls are doing—so I got another granddaughter, she's should have hers in—I think she's going into social work, too.							
S:	So she'll have hers this fall.							
L:	Where are they going to school?							
S:	She's going in Fayetteville, and Stephanie lives in Spartanburg, South Carolina, but she got her degree at Edward Waters in Biology.							
S:	So the girls are doing okay.							
S:	The boys just don't want to—well one of them, he just got killed.							
L:	Oh, I'm so sorry!							
S:	Last July.							
S:	Last July.							
S:	And the other two boys, they're not doing nothing.							
S:	I says, "Well, I can't worry about them.							
S:	It's not because they didn't have the opportunity to go; they just—sorry, didn't want to do nothing!"							
S:	So.							
S:	But the girls, they decided to do.							
S:	And my oldest daughter, she has her national certification in something— they went, oh, to City College and finished so that they could work for the VA							
L:	What college was that?							
S:	City.							
L:	Oh, City College?							
L:	Okay.							
S:	Yes.							
S:	They had some kind of program, and my youngest daughter went through it first, and then she told her sister.							
S:	Say, "You need to do that.							
S:	You can do it.							
S:	You need to."							
S:	So she went through it, too.							
S:	Ao now—but now, my youngest daughter, she decided she wanted to move up higher, and so she went and got her degree in medical administration.							
L:	At Santa Fe?							
S:	Yes.							
L:	Alma mater.							
S:	Oh yes, yes.							
S:	Santa Fe is a good college, it really is.							
S:	Sure is a good college.							
S:	I liked it.							
L:	So when they went—so before, when they first started, they were at Lincoln, and then that when it was integrated.							
L:	And then they went to Eastside.							
S:	Yeah.							
S:	Yeah.							
S:	They was at the new Lincoln, you know the new Lincoln, when they came over there.							
S:	And then they changed the new Lincoln to a middle school, and then I guess it became integrated then.							
S:	And all the schools had—							
L:	What was that like when it was undergoing integration?							
L:	Was—how did you feel about that?							
S:	Well—							
L:	Was it a good thing for you?							
L:	I mean did you—were you happy?							
S:	Well I took, you know, I says—this is the way I looked at it: I says, "You have a better chance than I had.							
S:	Because if you apply yourself—you going be in the class with them.							
S:	The books are going to be the same.							
S:	You have the same opportunity to go to the library," but I didn't just depend on the library for them.							
S:	I made sure I bought a whole thing of encyclopedias.							
S:	That's the third set, I believe, there.							
S:	But I made sure that if they couldn't get to the library, they had their encyclopedias at home that they could study or get what they needed.							
S:	Then, I had a cousin that she was a math teacher, and if they were struggling with something like math, I'd have her to—.							
S:	And I sent one of the kids that she say, "Oh Margaret, she knows the basic principles.							
S:	That's all she needs to know.							
S:	" Say, I said, "Well she was saying she wasn't getting it or something.							
S:	She says, she has it down because you've already taught her that."							
S:	But they kept saying, no, that's not—.							
S:	But when my granddaughter was doing algebra, and when I had the formula that I had learnt for algebra, she said, "Granny, I can't get it!							
S:	I don't understand it.							
S:	" I says, "Well, don't get upset.							
S:	I'm going to give you the formula that my instructor gave to me, and you shouldn't have any problem."							
S:	Went back, passed with flying colors.							
S:	But you just—I don't know.							
S:	Some people have the gift for teaching, and some of them do not.							
S:	And a lot of people like to tell you, "Well, I've got mine, now you've got to get yours."							
S:	But that's not the way to teach a child.							
S:	You supposed to go out—I'm going to miss my teacher.							
S:	She's White.							
S:	But she was so great.							
S:	She was the first grade.							
S:	I'm a foster grandparent.							
S:	And her—I've been with her for four years, but she's moving to Houston.							
S:	She was so good with her kids.							
S:	I mean, the slowest one to the one who could really obtain it, you know.							
S:	I mean, she was very good with them!							
L:	This was the first grade?							
S:	First grade.							
L:	Your first grade teacher?							
S:	Not my first grade teacher.							
S:	I'm talking about with the foster grandparents.							
L:	Oh!							
L:	Okay.							
S:	But my first grade teacher?							
S:	What was my first grade teacher?							
S:	My first grade teacher, first, was Miss Parker.							
S:	She was a tough lady.							
L:	A tough lady?							
S:	But she was good!							
S:	I mean, you had to learn.							
S:	That's when I first started in first grade.							
S:	I started in Rochelle, and she was my first grade teacher, Miss Parker.							
S:	She was very good.							
S:	She—we learned a lot.							
S:	Because like, you know, you had first, second, third, fourth, fifth, sixth grade, and then seventh and eighth.							
S:	We had a little three-room school.							
S:	We had like first grade.							
S:	Because we didn't have kindergarten.							
S:	Like they have kindergarten?							
S:	We didn't have kindergarten—we just started the school in first grade.							
S:	First—							
S:	yeah.							
S:	First, second, third, and fourth, fifth and sixth; then seventh and eighth were in the little room.							
S:	But Lincoln was—I really did like it because—in Home Ec, we learned to sew, and we learned to cook.							
S:	And then we would put on the show for, you know, to model our garments that we did for sewing.							
L:	Oh, a fashion show?							
S:	Yes.							
L:	Oh, wow.							
S:	And then in cooking, it was very nice too; both teachers were very good.							
S:	And would you believe both of them were in my wedding?							
L:	Really?							
S:	Both of my Home Economics teachers was in my wedding.							
S:	Yes.							
S:	Yes.							
L:	Oh, wow.							
S:	One of them played for the other one to sing.							
S:	But for cooking, we had to do a complete meal.							
S:	And with us, greens or cabbage was mostly the type of vegetable that she wouldn't let us do it.							
S:	She wouldn't let us—she says, "							
S:	And we're not fixing any greens today.							
S:	And you're not fixing any cabbage.							
S:	" I say to myself, "How in the world is she not going to let us do something that we really know about?							
S:	" We had to fix something different, like broccoli.							
S:	And cauliflower.							
S:	I think she let us did string beans, because for most of us didn't—for me, I didn't like anything with a hull on it.							
S:	I mean, and then we had to invite two of our instructors for dinner.							
S:	Once we prepared it, fixed it and everything, we had to invite them.							
S:	And here, she's sitting over here, grading you.							
L:	Oh, no pressure!							
S:	To see how——how well you do.							
S:	Did you use your silverware correctly?							
S:	Oh, we had to do all the etiquette.							
S:	And we had to do that.							
L:	And was this at home or was this—?							
S:	No, this was at school!							
L:	At school?							
S:	At school.							
S:	The classroom was large enough for us to cook in it, and we prepared the food in the classroom.							
S:	Then, we had to invite two—a man and a woman—to, you know, each one of us, it was like maybe five or six to the group; and you had to invite two teachers, a man and a woman, to come and critique you—see how, was it enjoyable?							
S:	Whatever, you know.							
S:	And then, they would tell her.							
S:	Although, she was sitting there to make sure: did you serve to your right?							
S:	You know?							
S:	We had to do all of that.							
S:	And I was the captain of my team.							
S:	And we had played like a—learning what we was doing, we did it like a baseball game.							
S:	She'll ask you the questions and whether, if you could answer it, then you could move to first base.							
S:	If you couldn't, you was out.							
S:	Then, somebody else would at.							
S:	But that's how we learned, and it really stuck with you, how you did, and to do that.							
S:	We had PE every day, and we had to dress up.							
S:	We had to have uniform: white shirts, white shorts, white socks, white tennis shoes.							
S:	And they better be nice and ironed every day.							
S:	Every day.							
S:	You better have your stuff, and those tennis shoes better be nice and white.							
S:	Like, I see kids, they—we couldn't do that.							
S:	When she said, "Dress out in your uniform," you had to dress out!							
S:	And I mean—and she's going to inspect you when you come back.							
L:	The PE teacher?							
S:	Teacher, yes.							
S:	Yes, to make sure.							
S:	And if something was out of place or something, she'd—							
L:	Call you out.							
S:	But it was good.							
S:	It was a good experience.							
S:	I really did—I enjoyed all of my teachers, because they were all very nice to me.							
S:	Because I made sure I was very nice.							
S:	You know, not getting into any trouble or anything.							
S:	Because my grandmother would've killed me if I had.							
