Text	Person/num. agreement
Okay , I went to school in Putnam Hall Florida which is about seven miles from Melrose.	0
[And she was very kind and caring, yeah.]	0
[Also, our pastor's church is right across the street.]	0
I guess it was either New Year ’s of 67 or New Year ’s of 68.	0
Mistakes are being made on the battle field, mistakes are being made everywhere.	0
[And they were from the Jacksonville area?]	0
What they did was instill in us, they made us believe that we really could accomplish anything we wanted to do.	0
but anyway it was fun.	0
I won’t say the first, but I can remember the teachers that were there.	0
And the last teacher in the woodworking was a guy named Mr. Ford, can’t think of his first name .	0
And I really developed that from that lady telling me to look her in her eyes when I was talking to her.	0
So, I learned to read, write—whatever it is—to prepare myself, because they want more for me than what they had.	0
Yeah, he sounds like my sister.	0
And so  excuse me, how many years did it take you to learn English if you don’t mind me asking?	0
Where were they?	0
[Saturday was cleaning day.]	0
We talked an awful lot about High Springs this time, I hope that next time we speak we’ll get a chance to maybe talk about some of the music that you’ve liked, maybe the 40s.	0
What did you think were those slight differences between going to school in the North and going to school in the South, as you experienced it here?	0
[So we was so different, things we did and things they did, we didn't know nothing about until when you know,]	1
I mean, it was in dismal shape.	0
Hopefully, with the event this weekend, we can get community support.	0
I got a job in sterile supply which was upgrade.	0
Well sometimes we had to speak , but most of the time the president of the class, he was normally there so he had my back.	0
It was a grocery store .	0
They were better off than their parents, and they taught us that that's the only way to help our race to be better.	0
I don’t know how long it was, but I got out.	0
And I thank Jerkins for my band instructor, which was my adopted godfather, took me up under his wing, and really showed me how to play the trumpet, because that was his major instrument.	0
And what was your grandma’s name?	0
Okay so just the whole area was their playground.	0
Before he was famous, he came through and just played an after-football social or something?	0
Yes, yes, yes they were.	0
[I'm just glad to be able to take this interview, to let you know the more about what I know about the legacy, and the things that's going on in Taylor County.]	1
As a matter of fact, when I got promoted to the ninth grade, I guess I was the teacher’s pet.	0
He traced his family back to the Sudan in the 1600s.	0
Ms. Galbraith, who was an important teacher at our school when I was there invited me and naturally, I’m right here	0
I say down there because it was lower than the rest of the campus.	0
and I went on outside, and I just played to the flies or whatever was flying around.	0
Because you were drafted.	0
Like they going straight out there somewhere else, you ain’t got nothing to do but you wash your hand.	0
So, do you remember what it was like growing up in the South before desegregation?	0
And I’ve heard that the football team was also really good, which probably helped—the band was holding its own anyway, but that gave them a place to perform.	0
When and where were you born?	0
So when such instances get so bad that the people feel the need to establish such commissions and they have the support to do so, it brings hope.	0
That’s what I was trained, but they gave me an M -16 when I got there.	0
Because they knew that they was getting big in all of their athletes.	1
And there was some kind of string bean and potatoes.	0
[well I wasn't in my class was in 1949 so we wasn't integrated then.]	1
[Or were you strangers to each other?]	0
She was old and she walked by here going to town.	0
It was eighty something one month	0
About twelve of them was here a week ago and I .	1
I said, 'I hate to contradict you, but he learned how to write his name in kindergarten.'	0
And I would call him and he was a minister.	0
So, here you have an assisted living here, you have daycare there, you have the Boys and Girls Club on the other end.	0
But you were seriously injured?	0
[Because it's not something that people are writing about or talking about in history books so for me as a student and researcher, I'm hearing about it really for the first time from y'all.]	0
Who was that?	0
[Okay what is her name?]	0
And she stopped teaching and told us what geometry was and we passed geometry, most of us, everyday going home and you can see the geometry.	0
[And I was willing to demonstrate to show that I was against the segregation.]	0
Absolutely because we are a dying breed, you know, there are no more graduates coming out of the school.	0
I tell her not to, but she won’t listen to me.	0
So let’s talk a little bit about the schooling that you got at Jerkins, because I’ve spoken with several people that went to an all-Black high school in Gainesville, and they said it wasn’t just schooling like arithmetic and reading, but it was like a life’s education.	0
[And we were driving, driving in the car, I was with my first husband's family, that's how it was because they were from Maryland.]	0
I think I’ve sent them before at an event for they were maybe stationed with a poster board, but do you mind elaborating a little bit more about the purpose of this organization and	0
And we can’t look at one race and say this of one race and say that.	0
Do you mind elaborating on what you mean by there being some shortcomings in that area?	0
[And like I was telling everybody: everybody's not a paid member, but everybody's a member, because everybody's in with the fight that we go up against.]	0
[And, who are your mom and dad?]	0
Your friend who was killed, you saw that?	0
His name was DC .	0
Because it was the education, not because it was dangerous to walk home, or ?	0
So, let me ask you this question: was it worth it to go to Vietnam and fight for your country?	0
And I met Ms. Armbrister didn't know her in Perry but I met her in Broward County.	0
Vogel’s was?	0
[Ethel Penn, her name is Ethel Penn.]	0
She was all about education.	0
There was like an open street market and she knew about the prices and she was telling me about how hard times were and how hard times were getting at that time, and how businesses could get pretty bad.	0
Her mother name was Elouise Jackson, and her father name was Lawrence Grier.	0
[And the father was James W McCullum—the lawyer.]	0
So it wasn’t a full motion, besides Alabama, it was pretty much just resettling at different locations in the same area.	0
[Her and Ms  was masters of reverse psychology.]	1
But he owned his own business and he did well.	0
It was interesting and I loved to be in the club then.	0
This one is making ten points higher on every test than this one is but instead of teaching achievement, why not measure for advancement?	0
It was a more upscale camera than a little camera.	0
Well they had what was called “ primer” which is kindergarten.	0
I mean I’m born in something like this.	0
I got one sister.	0
That’s why I feel like having a support system is really important whenever you’re trying to enhance and progress yourself into something.	0
[Taylor County is one of the racist towns in the South still racist in the South.]	0
So I could have went back where I was , but I wanted to advance.	0
Nathaniel Hank was the only tenor saxophone they had at the school.	0
What was the name of the school in Putnam Hall that you went to?	0
But things, well, I don’t know if it’s just my age or what, I don’t know what it is, but it doesn’t have the sweetness it used to have.	0
And even if you had told, he’d’ve punished everybody anyway.	0
[So they did not share domicile?]	0
Especially my parents, my uncles, and aunts, some of them were born in home.	0
There were things that my wife—and she’ ll never under stand, because she haven’t been there, done that, and I hope nobody experience stuff that I experienced .	1
I was in Winn Dixie one night and this girl came in and she had her husband with her	0
And that’s why my granddaddy came in and his brothers and his sisters and my granddaddy grew up and he married a Cherokee.	0
And so you talked about having no experience, no connections, do you feel like there were programs or there were resources that were available at UF that shaped your experience?	0
I was in a church way before I met her, even though I might have been straddling the fence, years ago.	0
If a kid was getting free lunch and she knew it, she didn't treat them no different from nobody else.	0
[It was a short marriage, just about three years that's all.]	0
Because there were no additional measures to make sure that the past actions that were being investigated upon would not reoccur.	0
I take the pictures when they got back at the end when they dispersed.	0
Yeah, it was a nice prom.	0
For example, when you came back, there was no parade or anything like that, I’m sure.	0
So therefore—but also listen.	0
What was the role of education?	0
I know my parents wanted to see the A, but I’m like as long as I did well in the class	0
But it was really just typical recess type things.	0
So, none of my children are here to carry on any of the legacy or knowledge and stuff that we have here.	0
I didn’t have any bad experiences there but the cost of a college education is a little too much.	0
Unloaded guns, of course, but anybody else wouldn’t have known that the guns were not loaded.	0
So growing up in Fort White, what kind of jobs were available for like African Americans here?	0
So I was out there in the jungles for probably about six and a half months before I got wounded.	0
For a long time, there were kind of two separate worlds.	0
“She told me that she was just walking in the hall and you sent her home.”	0
I don’t have anybody — I have you— I don’t have any people to talk to anymore, my English’ll get poor.	0
"Because, did I explain to you how there's teachers in Alachua County that don't know how to teach the Civil Rights because they just got what's in the book and they're like 'I don't think that's all there is to it."""	0
I look back over years that things wasn’t as plentiful as they are now are	1
But they made sure that you was well enough that if you stretch your arm —I had wire stitches —that they wouldn’t pull.	1
And, were you too young to really know what was going on with all the burnings and all that stuff.	0
The tribe of the Israelites is a speckled bird of many colors: some black , some brown, some light complexion, some like you cook a cake on one side and unturn—that mean a light complexion.	0
The purpose of this interview is to discuss briefly the life of Dr. John C. Rawls and his thoughts on Lincoln High School and how integration influenced the education there and education in general.	0
He come out of a place called Rutherford, Georgia.	1
And if it hadn’t have been for these four walls, when I was here as a junior in that cafeteria there, I started into music, probably when I was in seventh grade, playing flute, and then I came back to trumpet.	0
[Health Education and Welfare?]	0
Two things or two places I did not have to ask permission to go and that was daily school; that was a duty and Sunday school; that was a duty.	0
[I'm speaking with Mr. Walter Bishop.]	0
Is this over at Santa Fe?	0
Yes, in time the truth commission provided hope.	0
I mentioned, she’s like my daughter because I got her in my life when she was six, so I’m like her daddy.	0
Okay, yeah, that is kind of a gap from 63 to 72.	0
Where that other church is now that was our church.	0
It’s just, I am who I am, and you kind of forget what—did you go through your life being very aware of the fact that you were Black?	0
No matter what it was, we appreciated what we had to know from what they was telling us.	1
Druggist.	0
Now when we left off, we had a last interview, we talked about your life here in High Springs and just if you could remind those who will be listening of your date of birth .	0
[This is part of a family reunion being held in the city of Gainesville and we are at the Last Chance something.]	0
Then when he went to sign up to study, t he South Florida coach had already picked his team and never saw my son play but he signed him up to keep him from going to Yukon or keep him from going to Cedar Keys or some other place.	0
After my grandfather had a stroke, after he retired maybe like when he was sixty -three he had a stroke.	0
It was getting worse.	0
Because I can remember in these schools you had a Black History Month.	0
[Well you wouldn't be out at night you know when night comes, you you're supposed to be in the house and so it wasn't too much to talk about it was just like hush hush so.]	0
Well during that, you had to come up and it was a struggle for Black peoples to come up, but as time went on, years went on, and you proved to them that you was determined to work and you did a good job, best that you could, they soon— soon they would upgrade you.	1
And I said, “Now, I want you to talk to him very firmly and don’t laugh, don’t smile, but you tell him that this the last time you coming out here.	0
[And he was a few years older than I was.]	0
"Yeah, and her sister has a PhD and works at North Carolina."""""	0
But the old one was on Main St reet?	0
I didn’t know you were tapin’ me, I could’ve looked better.	0
Ebony is not going to be on the test .	0
Two of my children were christened in that same church, here in Gainesville.	0
My grandma, I call her —my grandma’s name was Meselite	0
Went to Morrison ’s.	0
Okay well I’d like to ask you more about your education when you came back from Vietnam , because we were gonna talk about the Santa Fe college.	0
There was a lady that worked here that was on the program the day Dr. Rosa Lee Hill, who was not able to come today, she was our music instructor and she, also, was the guidance counselor.	0
Even in the 1900’s after UF’s official campus was established, those same racial issues and racial tensions still roamed free in Gainesville.	0
She was an asthmatic I should say.	0
That you would stand up and recite them, is that what happened in your English class as well?	0
[I got a girl named Sharita Hope Demps which is a lawyer in Atlanta and, then, I have a son named Cory Demps that is a student at the vocational school studying welding right now.]	0
He was on the sidewalk, but he came to the door and he said, “Come on May.”	0
There's been so much crazy racial stuff going on in Perry that you think of this place as how could you possibly be sheltered here?	0
There’s actually  family, they were called the Watsons.	0
And now they look at us, old, and whatever we've done they feel somewhat of an accomplishment.	0
Yeah I think that within itself is very powerful, especially growing up in the life that, you know.	0
Well, I think what it does for the people that are currently here, especially the young people, when they see the graduates, their family member friends that have gone away and kids don't even know they exist and all of a sudden they see these people come back.	0
She can get groceries, ” ‘cause there were two or three grocery stores downtown.	0
A lot of times, family members in our community, would take on that responsibility and raise those children.	0
Yeah, I think I was a senior in school, and I had my first job working at the Bloodworth Drug Store downtown.	0
It was not my place to say the negative things about him.	0
And when you thinking back, his eyeball was that big, like, “Whoa!	0
When you say it was the way of life, could you elaborate for someone that didn’t live through those times?	0
The wire stitches are loose.	0
She was the main one in there	0
I remember you mentioned —you said you mentioned the church being kind of down the road, was it you walked to church?	0
And did you ever go out with a lieutenant , or was it always just a sergeant?	0
On behalf of the Sam Proctor Oral History Program , I would like to thank you again for participating, and then offer you the opportunity for final privilege.	0
And so are you taking any courses that teaches you about African American history?	1
Well maybe like Joe Lewis , but I wasn’t heavy into the sports.	0
But in, see , maybe after over there three months —and it was a bad time to get over there, because they have a season , they call it the “monsoon season, ” where it rains every day.	0
This is your daughter?	0
Oh no, see , I didn’t work around villages.	0
My mom, Gladys L. Watson, she was one of the earlier classes.	0
[You were obviously picketing.]	0
So I don’t care how you can do it, just get an education.	0
His father was the head custodian at Duval Elementary School.	0
Her birth was just about 20 miles down the Archer Road—not the Archer Road, but the Williston Road, at a place called Raleigh, North Carolina .	0
We had a pneumonia episode here.	0
When you look at the world as a little kid, we used to leave and go to Madison, Florida in the country my great granddaddy	0
So what happened every time I played basketball —and if you wanna cut me short —I get to talking , “You can cut me short any time you’re ready to change it on something , because I’m almost at the end of this. ”	0
These little places are about thirty miles apart and it’s a big difference.	0
You got your family and raise your family in all of that so they could do more than just own their own house.	0
So my last job I held, I was a pharmacy technician.	0
[And the NAACP told us to do this.]	0
Do you know his name?	0
But today’s society, I mean—integration was good.	0
And what was his name?	0
[I really don't know because I was ten months old when she died.]	0
So that was back when I was twelve so it had to be in the fifties.	0
I got burn out when I was first married.	0
Now, Madison is more conservative than Perry.	0
So do you remember any lessons in school that you knew you had this White textbook that was passed down from the White school?	0
In fact, even though these McDonald ’s were all Methodists, they had two preachers in that family.	0
If we went up here to the corner and took a right past the house where Winston was under, and you were walking down toward 441, what was on that side of the street right there with those businesses?	0
he wore French cuffs and he always had his initials on his sleeve.	0
Do you recall your parents’ birthdays?	0
Everybody wasn’t going to the same class at the same time, you know.	0
So, it's interesting to me that without the advances of the technology and all of the resources that came to bear in this last forty years, the accomplishments of the graduates pale in comparison to the forty years prior to, and that's an indictment of something.	0
But my parents also raised seven other children, within, you know, the last twenty to thirty years.	0
and that was really helpful my first semester her.	0
[And where were they from?]	0
[And what year was that?]	0
So, one of the things that Mr. Ingram taught us to learn, even though this is not in your field right now, but you still need to know this.	0
I’m curious, you seem to describe it so dispassionately and so cordially, were you treated —even though it was separate—w ere you treated with courtesy when you went to the separate entrances and separate side doors , or was there a level of disrespect in your opinion beyond just the separation?	0
So, I was single for a long time.	0
F. I was something, I done forgot.	0
I’m sorry sir, this is fascinating but I’ve reached my limit for each person.	0
My daughter live here in Gainesville.	1
That’s not the one about the war thing, this is about —it’s basic information about me, and about the historic —that is —that last month paper ?	0
You know, one of the things that we talked about today, earlier, and last night is that if you take a forty year period before Jerkins was closed and look at the graduates in the African American community during that time and compare those graduates to the forty years after, you will find that the forty years before you had doctors, lawyers, engineers, scientists, all graduated from Jerkins.	0
Kind of progressing forward in the interview process, what is some history you know about UF?	0
I didn’t even take R&R, I wanted to wait ‘ til I was over there about nine months before I ’d take R&R.	0
I said “Get your kids of drugs, raise them properly the right way, use the Bible as a teacher, You did your job”.	0
Yeah, he is and I have him outside for a little while.	0
So, we were well-grounded and Saturday night.	0
And at that time I think —well when Dr. Martin Luther King got killed they had a riot up in DC , so we had to go up there because they was burning and looting.	1
So homecoming was in—did your school win a lot because— ?	0
Well, is there anything else that you would like to add?	0
There were opportunities that I think for us to maybe bring in some more money that we kind of let slip under my regime because we just didn’t know how to go get certain resources .	0
But specifically, truth commissions are basically boards set up to investigate past wrongdoings by governmental work or government officials.	0
They was taught at a young age how to work and they were taught the truth.	1
And so do you remember the lessons that your mom told you, any lessons that your mom told when you were a child about how to cope with what was going on with segregation and discrimination and things like that?	0
That’s the way it is now.	0
and I was in the Glee Club	0
It was called “Kelly’s Restaur ant” and the service station was called “ Chipenies” It’s been there since 1935, and it still exists , but not with division.	0
Because the people are paying the price ultimately because they trusted whoever they elected to run the country with a certain level of responsibility and the moment they fall short of that, they are paying the price and in the same way we can draw parallels to slavery, segregation, the civil rights movement, where African American people paid the price for the thinkings and the doings of early rights, Whites. That really set a precedence and that precedence is what we’re feeling today.	0
But it wasn’t for us, it wasn’t for May.	0
My yes is , I didn’t mind fighting for my country , but the bad part about it is I came back with a lot of problems , and the government did not recognize that the war had created problems for me .	0
[And like I was saying, they don't want us to gain too much power.]	0
As for part two, I do believe my community expands further than just, because the way I put my community is the people I can relate to on a certain level.	0
And if I took the note home, I was in trouble.	0
And that’s what those guys over there are doing today.	0
So you talked about why your grandma came here, so why did your parents decide to move to the U.S.?	0
[And these people were a more quiet, sophisticated than that.]	0
[So mom and dad met in Norristown, Pennsylvania.]	0
I feel like although I wouldn’t say it was a struggle but it took a lot of effort at first.	0
[And he was a private chauffeur.]	0
How bad it was getting, after you had already left.	0
[Well I always been for the right thing, but learned years ago I was doing it in the wrong way, was violent.]	0
[Yeah, cause that was in the deep segregation time here in Florida.]	0
And I could do my job, but it was just wanting to get rid of me.	0
My wife was speaking one day at the church, at her church.	0
I was an air traffic controller.	0
Me and my wife separated in May of 66 and Uncle Sam jumped on my back in September 66, because I never been drafted because I had two kids and I was married.	0
It's just difficult to find funding for the dreams that we have for this facility.	0
And how were you getting this information about the war?	0
But I was able, and I will continue as long as I’m able if somebody ask me to speak , and tell what went down, because a lot of time what you see on TV is not what happened over there.	1
This place, I tell you, the citizens that this school turned out, the students, it’s unbelievable.	0
Now, mind you, our father passed away when I was about eight or nine years old.	0
I don’t care what I say, the teacher was always right.	0
So then why give me extra or say , “I’m a better teacher because this one didn’t achieve enough to beat the achievement here because here I tested up here in the beginning.	0
One other thing with biscuits, mama would put ‘em in what was called a warmer for eight hours.	0
But anyway before this squad got back, they got ambushed; they killed all of them.	0
In your opinion how do you compare these two commissions?	0
What- where did most of the kids play in like your neighborhood, is there like a certain location or what sorts of games did you guys play?	0
Now, which county library is that?	0
That’s like one of those chillvault moments, where you’re just like, “That is amazing.”	0
You felt as though they were folks that really cared about the school.	0
It's everybody that had love and had something to share, and to give and that's why I wanted to make sure my mother's name was in there because again everybody you know she touched a lot of lives and it meant a lot.	0
That was by a sergeant.	0
[I began public school in the State of Florida in 1971 that was the first year of integration, why did it take seventeen years-]	0
So what type of mathematics was that?	0
It was a lot different then.	0
[So you were involved also with the NAACP?]	0
And the things they did teach us really was necessary, an asset to me in the military, and in my life.	0
I was on the move!	0
[It was an upscale job that I'd done real well in.]	0
and she was Thompson with a P. She had a daughter and a son.	0
[I knew who they were but I had no connection with them.]	0
[There was eleven of us.]	1
Now I was out in the jungle.	0
But really she is the sweetest old lady that you ever want to see, and that’s one reason why that I’m up here today too, is because of her.	0
You may not realize that but they are.	0
But as you’ve grown older and gained wisdom you now see there is a difference, or there was a difference?	0
Because that's just the way it was.	0
[I was on the basketball team, but I was so short I couldn't stay on there.]	0
[And was she always doing stuff like that?]	0
And my dad really taught me discipline, I guess you can say, just to think before you act.	0
So the medevac helicopter would lower a basket for people that couldn’t sit in the swing —when I got out I was in like a swing —and then lower the rope, let the rope up, put you in the helicopter , then fly you down to a tent where they tag you	0
I was going through the headaches , and the post -traumatic stress stuff that I didn’t need to be pressured.	0
So I got upgraded to an inspector , but I know that I had to have this job, because I had siblings that I had to raise.	0
Dad did take care of it like that.	0
[What why do you think that is that so many people of your generation feel that something was lost when the schools were integrated?]	0
If we argued, my brother, my brothers and I would argue, my older brother ’s responsibility was to get his reader and go in the room and read .	0
One lady’ name was Ms. Victoria McNeal ; Victoria Dawson.	0
It was just, I enjoy people.	0
[And, what is your date and year and place of birth please?]	0
She had a daughter when I married her, which her daughter is forty.	0
It was a meat store.	0
There was a biscuit in one.	0
Well, she was born October 13, 1942.	0
[So family, but then also community is very important.]	0
That’s what it was.	0
Do you know about any specifics about, I believe you said racial issues, are there any specific ways in which you know about them bringing forth awareness?	0
And I have visited over there.	0
But, after that is when I started going to Santa Fe, in 1972.	0
During integration some of them put the Black school down and went to the White school and they were severely criticized and they didn’t want them anymore and that is one thing about money.	0
My dad was a senior in high school, my mom was a junior in high school.	0
I think I was making something like twenty-five cent an hour?	0
Also my grandfather back in the  20s, we had a—that was before my time —a car dealership, which was selling model marlay malty , whatever.	0
because they was burning and looting , but when we got up there, they had kind of already done their damage.	1
Things weren’t always good and like seeing a bad situation and looking it in the face and saying I’m not gonna let you ruin my day or I’m not going to let you stop my progress forward or my attempt to make progress forwards.	0
What was her name?	0
What was the atmosphere like going to school there in the early 1970s?	0
He was the policeman, this man was the policeman, I can’t even figure his name it’s been so long.	0
Yes it is, yes it is.	0
but he didn’t want to be a pharmacist and try to take over after his daddy died.	0
I'd like to conclude the interview by giving you the opportunity to make any reflections you care to about the interview or your expectations for the future or any subject whatsoever, and at the end of those remarks that will conclude our interview.	0
And between now and then we are going to challenge the alumni, the citizens of Perry, to help us waterproof the rest of the building.	0
But last Sunday she was down for Mother ’s Day to her grandma ’ house, which my wife went down, and ‘course I went down, too.	0
What kind of jobs were available for Black people here, in Fort White?	0
I was in the reserve for the Air Force.	0
You know, you don't provide a standard of living, you know, there is not the opportunity for growth that they would here, if they stayed here.	0
Pardon me, Methodist Church.	0
But that was kind of indicative of that time where the reproductive system was looked at as sex, and you didn't talk about sex, especially in the school.	0
They, also, ran a head start program out of this facility, and that went on for a number of years.	0
You felt like something was crawling on you?	0
and I feel like you can really flourish, just like I did my early days, when you have a good environment around you.	0
It was very nice.	0
They knew I was in the military.	0
So what made your grandparents, when they did move, make them move here with you all?	0
[He had been married before, he was divorced.]	0
Her father was an AME, African American Methodist.	0
You know, Perry is a small town.	0
So it’s within the County of Columbia County, but it’s not technically Fort White but Fort White is the closest town they’re a part of.	0
That was one thing I was taught, If you want to be somebody, you need to embrace the people that is where you want to go.	1
I believe in 2010, 2012, I can’t remember exactly, but my grandpa was in Haiti at the time and the situation at the time was really bad.	0
[There was no local food production or anything like that?]	0
See now when you were coming up, you're parents realized that if you're going to go to Howard or UF or Santa Fe, this is what you need.	0
You had to— but anyway, we wore those little white cotton skirts, every little Dundee shoes that were real cute, and socks and flared skirts, you know.	0
So, for the next four years, for the Air Force, all I did was play international basketball.	0
Where is the first place that you went to school?	0
[And in God, to be God be the glory, for all of it, for all of the things we've discussed here.]	0
So when he came home, his mother and I sat him down wondering what was his schedule.	0
We hope to have this event again in July 18 or the 20	0
I had been before that, tellin' everything I could think about English.	0
Is that what you originally envisioned when your group decided to have these reunions?	0
The GI bill was there, but when that happened I guess it opened my eyes.	0
Why was that the place that you thought you would— was it Santa Fe Junior College at that time?	0
There are very, very few grants out there for construction so until it got a leadership, we are sort of refocusing our efforts into start providing programs.	0
I said to my mom, “Y’all fixing to come visit me in jail, because I’m not going to Nam!	0
[My mom was a stay at home mom, she didn't work, yeah.]	0
It was kind of beginning of the transition to children in my neighborhood to actually start be born in the hospital.	0
Are you saying that your world view is one that’s more Afro- centric?	0
But prior to getting wounded in November of 67—let me back up a little bit —we had got into some battles, but there was no bodies found of the enemy.	1
Well we had division in Melrose like the gas station; we could not go in the front door.	0
Well, do you remember having to pay for school lunches whenever you were a kid?	0
[Disabled vet, he had some intestinal damage and had a series of surgeries, so he was on 100% disability.]	0
I mean, because you couldn’t do what you supposed to, it wasn’t a declared war —and it wasn’t fighting every day.	0
"Well they didn't necessarily come out of Perry but their roots are in Perry."""""	0
[Yes and I don't know much about of their history.]	0
Then he said that we are looking with expertise, people redeveloping the country, skill trades and what not; school teachers.	0
We was learning the letters on the piano—w e never did learn to play we just learned the notes.	1
Like during whenever, whoever was leading the service and no one would turn shoulder, no one would—because that was the norm.	0
And music was just a way to escape from it.	0
Do you have any further memories of the parents of your grandparents or any other information that you could share about the extended family?	0
But back in the day, I wasn’t too interested in the media that way.	0
No, this Mr. Branton that I know is a retired preacher.	0
[If any were ill in fact she had a chance to see at Morning Prayer how made it through the night and that was touching base.]	0
Some people thought he died in combat but he didn’t and Mr. McCall was never the same again.	0
"[When people ask What makes a leader and how are they formed?""]"""	0
Now, instead of teaching to the test or instead of teaching from the standpoint of academics , I’m teaching this child and this child.	0
And, don't get me wrong, the other fraternities are good organizations.	0
Druggist.	0
You know, if somebody got some goodies, like candy, cookies or something from State, we always shared.	0
And so she cooked for them and my uncle he was a chauffeur for them and things.	0
And her daughter, which is my daughter, she lives in Ocala .	0
So I was discharged in December 68 with this condition.	0
Like jellybeans for somebody, eggs, a piece of candy and all this stuff.	0
and he got his degree in that .	0
You have um… it’s about twenty - three miles to both schools, just like Lake City Middle School or Columbia High School was in the same county as in Santa Fe was outside, it was in Alachua County.	1
and I said I’ll come out quicker and better and easier cooking and washing dishes, then I would with him cooking and not washing dishes.	0
How was it different?	0
She was working for a jewelry store in Gainesville.	0
If you want me to go through this now or you wanna hold it later?	0
I was seventeen when I went to college.	0
[And my main focus just now is standing behind them, and make sure that they do all they can to be the best that they can be.]	0
Is there anything that—you said that it was a time of scarcity, but you made the best of it.	0
And I couldn’t tell momma a lie, because mom was the same way.	0
So what is your semi -retirement with your wife like?	0
One was in a little town called Afton, New York.	0
People have been willing to come together and celebrate the history of this structure.	0
How are you?	0
and I told her who I was.	0
One is that picture over there of my sister and me.	0
My mother was always there on the teacher’s side, no matter what it was.	0
So we had a grocery store in the Methodist Church in Main Street.	0
So, they reopened Jerkins and brought the students back that wanted to come back so they could finish at Jerkins.	0
I wouldn’t be here today if it wasn’t for Jesus keeping me, and I love that song “ Pass me not oh gentle savior ”.	0
Now where these antique shops are on Main Street, there was a building— I looked at some pictures from the 1960s or early 1970s where it had Suwannee written on the top of the building on the right hand side, on this side of the street, where we are.	0
What I’m saying is like if we had tried to go in there, we don’t know what might have happened later on like some of the people that disliked us.	0
There the bathrooms was on the back.	1
That’s what it is, therapy.	0
This is not the one today.	0
[I was a child.]	0
And this is what this school taught me.	0
Well the first wife was in high school during the high school time.	0
That was a pretty picture.	0
Actually I feel sorry for them because that’s gonna be a hell of a punishment he putting on these people.	0
I don’t remember when my dad was born.	0
So, I still come to take care of the house because everybody in this community, you cannot ask nobody out there that went to school at Jerkins, that don't know my mama.	0
And he was the police chief?	0
Elouise read your theme.	0
My cousin —and I don’t know how old the ties is, but there’s a lady doing a genealogy on Keystone.	1
But when the first round came in, it really scared me to death.	0
Because those people were fighting entirely different wars.	0
You had people that were living, cleaning houses, working in tobacco, watermelon hay .	0
So it was shared responsibility.	0
How do you think people within the community, just thinking about Haiti, can learn about this truth commission?	0
I was saying, “ I need to get a picture of this !”	0
I only taught for five years and I got into administration.	0
and it wasn't like looking under the mat to get the key to get in the house.	0
It’s , the way the government look at it; i’s almost better for four, five people to get killed than a whole company if they were trying to move.	1
